 #      wave           flux
       14900.000      0.99987383
       14900.030      0.99987168
       14900.060      0.99986857
       14900.090      0.99986496
       14900.120      0.99986108
       14900.150      0.99985706
       14900.180      0.99985290
       14900.210      0.99984861
       14900.240      0.99984418
       14900.270      0.99983958
       14900.300      0.99983479
       14900.330      0.99982978
       14900.360      0.99982453
       14900.390      0.99981898
       14900.420      0.99981306
       14900.450      0.99980668
       14900.480      0.99979973
       14900.510      0.99979210
       14900.540      0.99978368
       14900.570      0.99977435
       14900.600      0.99976400
       14900.630      0.99975252
       14900.660      0.99973978
       14900.690      0.99972567
       14900.720      0.99971006
       14900.750      0.99969282
       14900.780      0.99967377
       14900.810      0.99965271
       14900.840      0.99962940
       14900.870      0.99960353
       14900.900      0.99957461
       14900.930      0.99954180
       14900.960      0.99950366
       14900.990      0.99945798
       14901.020      0.99940205
       14901.050      0.99933279
       14901.080      0.99924679
       14901.110      0.99913986
       14901.140      0.99900617
       14901.170      0.99883653
       14901.200      0.99861553
       14901.230      0.99831694
       14901.260      0.99790052
       14901.290      0.99731718
       14901.320      0.99651881
       14901.350      0.99547599
       14901.380      0.99421584
       14901.410      0.99288119
       14901.440      0.99176608
       14901.470      0.99121206
       14901.500      0.99142014
       14901.530      0.99229944
       14901.560      0.99354904
       14901.590      0.99485571
       14901.620      0.99600663
       14901.650      0.99690612
       14901.680      0.99756153
       14901.710      0.99802931
       14901.740      0.99836532
       14901.770      0.99860969
       14901.800      0.99878903
       14901.830      0.99892089
       14901.860      0.99901786
       14901.890      0.99908969
       14901.920      0.99914381
       14901.950      0.99918513
       14901.980      0.99921664
       14902.010      0.99924026
       14902.040      0.99925732
       14902.070      0.99926865
       14902.100      0.99927467
       14902.130      0.99927558
       14902.160      0.99927143
       14902.190      0.99926224
       14902.220      0.99924802
       14902.250      0.99922878
       14902.280      0.99920462
       14902.310      0.99917574
       14902.340      0.99914265
       14902.370      0.99910619
       14902.400      0.99906747
       14902.430      0.99902778
       14902.460      0.99898842
       14902.490      0.99895079
       14902.520      0.99891628
       14902.550      0.99888640
       14902.580      0.99886275
       14902.610      0.99884719
       14902.640      0.99884185
       14902.670      0.99884751
       14902.700      0.99886319
       14902.730      0.99888832
       14902.760      0.99892135
       14902.790      0.99895947
       14902.820      0.99900057
       14902.850      0.99904339
       14902.880      0.99908700
       14902.910      0.99913055
       14902.940      0.99917303
       14902.970      0.99921306
       14903.000      0.99924902
       14903.030      0.99927930
       14903.060      0.99930269
       14903.090      0.99931836
       14903.120      0.99932442
       14903.150      0.99931161
       14903.180      0.99924834
       14903.210      0.99906526
       14903.240      0.99866683
       14903.270      0.99797360
       14903.300      0.99697261
       14903.330      0.99576271
       14903.360      0.99460112
       14903.390      0.99387244
       14903.420      0.99388361
       14903.450      0.99463423
       14903.480      0.99581880
       14903.510      0.99705791
       14903.540      0.99809158
       14903.570      0.99880910
       14903.600      0.99922476
       14903.630      0.99943023
       14903.660      0.99952576
       14903.690      0.99957342
       14903.720      0.99960010
       14903.750      0.99961563
       14903.780      0.99962411
       14903.810      0.99962810
       14903.840      0.99962965
       14903.870      0.99963032
       14903.900      0.99963068
       14903.930      0.99963037
       14903.960      0.99962852
       14903.990      0.99962427
       14904.020      0.99961725
       14904.050      0.99960810
       14904.080      0.99959831
       14904.110      0.99958955
       14904.140      0.99958261
       14904.170      0.99957608
       14904.200      0.99956465
       14904.230      0.99953947
       14904.260      0.99948995
       14904.290      0.99940356
       14904.320      0.99925858
       14904.350      0.99899627
       14904.380      0.99843738
       14904.410      0.99712091
       14904.440      0.99413705
       14904.470      0.98809666
       14904.500      0.97738052
       14904.530      0.96162668
       14904.560      0.94423165
       14904.590      0.93241242
       14904.620      0.93241011
       14904.650      0.94422473
       14904.680      0.96161559
       14904.710      0.97736407
       14904.740      0.98806793
       14904.770      0.99409209
       14904.800      0.99708988
       14904.830      0.99844111
       14904.860      0.99900545
       14904.890      0.99924941
       14904.920      0.99937745
       14904.950      0.99945975
       14904.980      0.99951575
       14905.010      0.99955194
       14905.040      0.99957300
       14905.070      0.99958386
       14905.100      0.99958937
       14905.130      0.99959332
       14905.160      0.99959764
       14905.190      0.99960279
       14905.220      0.99960846
       14905.250      0.99961404
       14905.280      0.99961892
       14905.310      0.99962268
       14905.340      0.99962517
       14905.370      0.99962640
       14905.400      0.99962645
       14905.430      0.99962545
       14905.460      0.99962353
       14905.490      0.99962083
       14905.520      0.99961748
       14905.550      0.99961363
       14905.580      0.99960939
       14905.610      0.99960487
       14905.640      0.99960014
       14905.670      0.99959522
       14905.700      0.99959012
       14905.730      0.99958482
       14905.760      0.99957931
       14905.790      0.99957356
       14905.820      0.99956755
       14905.850      0.99956127
       14905.880      0.99955470
       14905.910      0.99954781
       14905.940      0.99954059
       14905.970      0.99953300
       14906.000      0.99952505
       14906.030      0.99951669
       14906.060      0.99950792
       14906.090      0.99949871
       14906.120      0.99948905
       14906.150      0.99947890
       14906.180      0.99946826
       14906.210      0.99945709
       14906.240      0.99944538
       14906.270      0.99943310
       14906.300      0.99942019
       14906.330      0.99940659
       14906.360      0.99939225
       14906.390      0.99937709
       14906.420      0.99936103
       14906.450      0.99934401
       14906.480      0.99932593
       14906.510      0.99930675
       14906.540      0.99928637
       14906.570      0.99926477
       14906.600      0.99924193
       14906.630      0.99921789
       14906.660      0.99919279
       14906.690      0.99916677
       14906.720      0.99913995
       14906.750      0.99911230
       14906.780      0.99908348
       14906.810      0.99905268
       14906.840      0.99901872
       14906.870      0.99898038
       14906.900      0.99893673
       14906.930      0.99888732
       14906.960      0.99883171
       14906.990      0.99876617
       14907.020      0.99867469
       14907.050      0.99851812
       14907.080      0.99823593
       14907.110      0.99776709
       14907.140      0.99707826
       14907.170      0.99619629
       14907.200      0.99524978
       14907.230      0.99448481
       14907.260      0.99415753
       14907.290      0.99436089
       14907.320      0.99493296
       14907.350      0.99557286
       14907.380      0.99599678
       14907.410      0.99602007
       14907.440      0.99559222
       14907.470      0.99480992
       14907.500      0.99388375
       14907.530      0.99309060
       14907.560      0.99267225
       14907.590      0.99269450
       14907.620      0.99299097
       14907.650      0.99326680
       14907.680      0.99321321
       14907.710      0.99252859
       14907.740      0.99077867
       14907.770      0.98718631
       14907.800      0.98049037
       14907.830      0.96931240
       14907.860      0.95363184
       14907.890      0.93671155
       14907.920      0.92426099
       14907.950      0.91938590
       14907.980      0.91782686
       14908.010      0.90828645
       14908.040      0.87768426
       14908.070      0.81828295
       14908.100      0.73421059
       14908.130      0.64106765
       14908.160      0.55548216
       14908.190      0.48710861
       14908.220      0.43895492
       14908.250      0.41074945
       14908.280      0.40149995
       14908.310      0.41076187
       14908.340      0.43900498
       14908.370      0.48728353
       14908.400      0.55603764
       14908.430      0.64264599
       14908.460      0.73821019
       14908.490      0.82729314
       14908.520      0.89557819
       14908.550      0.93925526
       14908.580      0.96366538
       14908.610      0.97622350
       14908.640      0.98253739
       14908.670      0.98593337
       14908.700      0.98809296
       14908.730      0.98971779
       14908.760      0.99103196
       14908.790      0.99208706
       14908.820      0.99290477
       14908.850      0.99351407
       14908.880      0.99395245
       14908.910      0.99425988
       14908.940      0.99447130
       14908.970      0.99460960
       14909.000      0.99468539
       14909.030      0.99470187
       14909.060      0.99465827
       14909.090      0.99455026
       14909.120      0.99436816
       14909.150      0.99409496
