 #      wave           flux
       14900.000      0.99322749
       14900.030      0.99310829
       14900.060      0.99295069
       14900.090      0.99277168
       14900.120      0.99257958
       14900.150      0.99237749
       14900.180      0.99216559
       14900.210      0.99194281
       14900.240      0.99170756
       14900.270      0.99145805
       14900.300      0.99119242
       14900.330      0.99090874
       14900.360      0.99060505
       14900.390      0.99027937
       14900.420      0.98992968
       14900.450      0.98955387
       14900.480      0.98914963
       14900.510      0.98871413
       14900.540      0.98824370
       14900.570      0.98773343
       14900.600      0.98717688
       14900.630      0.98656506
       14900.660      0.98588435
       14900.690      0.98511468
       14900.720      0.98422782
       14900.750      0.98318200
       14900.780      0.98191138
       14900.810      0.98031577
       14900.840      0.97826184
       14900.870      0.97561868
       14900.900      0.97237306
       14900.930      0.96874150
       14900.960      0.96514126
       14900.990      0.96205141
       14901.020      0.95970468
       14901.050      0.95779620
       14901.080      0.95561757
       14901.110      0.95237172
       14901.140      0.94733533
       14901.170      0.93984849
       14901.200      0.92910638
       14901.230      0.91394447
       14901.260      0.89276851
       14901.290      0.86380313
       14901.320      0.82592931
       14901.350      0.78019874
       14901.380      0.73122375
       14901.410      0.68666035
       14901.440      0.65437917
       14901.470      0.63977697
       14901.500      0.64503047
       14901.530      0.66930790
       14901.560      0.70864576
       14901.590      0.75604050
       14901.620      0.80333711
       14901.650      0.84430071
       14901.680      0.87639396
       14901.710      0.90002305
       14901.740      0.91688990
       14901.770      0.92882924
       14901.800      0.93732484
       14901.830      0.94343301
       14901.860      0.94786166
       14901.890      0.95107718
       14901.920      0.95338783
       14901.950      0.95500123
       14901.980      0.95606047
       14902.010      0.95666583
       14902.040      0.95688829
       14902.070      0.95677801
       14902.100      0.95636991
       14902.130      0.95568784
       14902.160      0.95474654
       14902.190      0.95355337
       14902.220      0.95210937
       14902.250      0.95040974
       14902.280      0.94844404
       14902.310      0.94619647
       14902.340      0.94364767
       14902.370      0.94077791
       14902.400      0.93757508
       14902.430      0.93405076
       14902.460      0.93026498
       14902.490      0.92635533
       14902.520      0.92254898
       14902.550      0.91914147
       14902.580      0.91644802
       14902.610      0.91473124
       14902.640      0.91413662
       14902.670      0.91467613
       14902.700      0.91625389
       14902.730      0.91870862
       14902.760      0.92184793
       14902.790      0.92546739
       14902.820      0.92936061
       14902.850      0.93333482
       14902.880      0.93723262
       14902.910      0.94094507
       14902.940      0.94440631
       14902.970      0.94758909
       14903.000      0.95049019
       14903.030      0.95310196
       14903.060      0.95537281
       14903.090      0.95713299
       14903.120      0.95794605
       14903.150      0.95684851
       14903.180      0.95201111
       14903.210      0.94056314
       14903.240      0.91910366
       14903.270      0.88559458
       14903.300      0.84216707
       14903.330      0.79630356
       14903.360      0.75832404
       14903.390      0.73716004
       14903.420      0.73770108
       14903.450      0.76007430
       14903.480      0.79960620
       14903.510      0.84746398
       14903.540      0.89325303
       14903.570      0.92928100
       14903.600      0.95320384
       14903.630      0.96693120
       14903.660      0.97380606
       14903.690      0.97667375
       14903.720      0.97736878
       14903.750      0.97697708
       14903.780      0.97625296
       14903.810      0.97581649
       14903.840      0.97612316
       14903.870      0.97729800
       14903.900      0.97908473
       14903.930      0.98105934
       14903.960      0.98285812
       14903.990      0.98431492
       14904.020      0.98542846
       14904.050      0.98627142
       14904.080      0.98692471
       14904.110      0.98745080
       14904.140      0.98789393
       14904.170      0.98828341
       14904.200      0.98863603
       14904.230      0.98896089
       14904.260      0.98926322
       14904.290      0.98954624
       14904.320      0.98981221
       14904.350      0.99006296
       14904.380      0.99030014
       14904.410      0.99052530
       14904.440      0.99073982
       14904.470      0.99094484
       14904.500      0.99114119
       14904.530      0.99132942
       14904.560      0.99150998
       14904.590      0.99168326
       14904.620      0.99184959
       14904.650      0.99200930
       14904.680      0.99216268
       14904.710      0.99230998
       14904.740      0.99245141
       14904.770      0.99258720
       14904.800      0.99271754
       14904.830      0.99284263
       14904.860      0.99296269
       14904.890      0.99307791
       14904.920      0.99318849
       14904.950      0.99329463
       14904.980      0.99339654
       14905.010      0.99349440
       14905.040      0.99358839
       14905.070      0.99367868
       14905.100      0.99376538
       14905.130      0.99384858
       14905.160      0.99392834
       14905.190      0.99400472
       14905.220      0.99407778
       14905.250      0.99414757
       14905.280      0.99421415
       14905.310      0.99427756
       14905.340      0.99433787
       14905.370      0.99439512
       14905.400      0.99444937
       14905.430      0.99450066
       14905.460      0.99454903
       14905.490      0.99459451
       14905.520      0.99463710
       14905.550      0.99467681
       14905.580      0.99471362
       14905.610      0.99474753
       14905.640      0.99477851
       14905.670      0.99480657
       14905.700      0.99483168
       14905.730      0.99485383
       14905.760      0.99487301
       14905.790      0.99488921
       14905.820      0.99490239
       14905.850      0.99491253
       14905.880      0.99491957
       14905.910      0.99492338
       14905.940      0.99492383
       14905.970      0.99492075
       14906.000      0.99491396
       14906.030      0.99490328
       14906.060      0.99488853
       14906.090      0.99486952
       14906.120      0.99484607
       14906.150      0.99481800
       14906.180      0.99478511
