 #      wave           flux
       14900.000      0.99919564
       14900.030      0.99917816
       14900.060      0.99915481
       14900.090      0.99912827
       14900.120      0.99909992
       14900.150      0.99907029
       14900.180      0.99903950
       14900.210      0.99900744
       14900.240      0.99897394
       14900.270      0.99893880
       14900.300      0.99890182
       14900.330      0.99886275
       14900.360      0.99882132
       14900.390      0.99877715
       14900.420      0.99872974
       14900.450      0.99867843
       14900.480      0.99862254
       14900.510      0.99856130
       14900.540      0.99849397
       14900.570      0.99841977
       14900.600      0.99833796
       14900.630      0.99824774
       14900.660      0.99814834
       14900.690      0.99803890
       14900.720      0.99791845
       14900.750      0.99778574
       14900.780      0.99763905
       14900.810      0.99747612
       14900.840      0.99729429
       14900.870      0.99709047
       14900.900      0.99686093
       14900.930      0.99660051
       14900.960      0.99630166
       14900.990      0.99595392
       14901.020      0.99554469
       14901.050      0.99505976
       14901.080      0.99448273
       14901.110      0.99379307
       14901.140      0.99296208
       14901.170      0.99194849
       14901.200      0.99069665
       14901.230      0.98913556
       14901.260      0.98717719
       14901.290      0.98472108
       14901.320      0.98169830
       14901.350      0.97814776
       14901.380      0.97426843
       14901.410      0.97048568
       14901.440      0.96748481
       14901.470      0.96600916
       14901.500      0.96650701
       14901.530      0.96882755
       14901.560      0.97232344
       14901.590      0.97622008
       14901.620      0.97992561
       14901.650      0.98313598
       14901.680      0.98577309
       14901.710      0.98788160
       14901.740      0.98955027
       14901.770      0.99087158
       14901.800      0.99192363
       14901.830      0.99276643
       14901.860      0.99344609
       14901.890      0.99399828
       14901.920      0.99445031
       14901.950      0.99482225
       14901.980      0.99512912
       14902.010      0.99538290
       14902.040      0.99559334
       14902.070      0.99576776
       14902.100      0.99591108
       14902.130      0.99602676
       14902.160      0.99611749
       14902.190      0.99618564
       14902.220      0.99623348
       14902.250      0.99626326
       14902.280      0.99627722
       14902.310      0.99627769
       14902.340      0.99626715
       14902.370      0.99624826
       14902.400      0.99622382
       14902.430      0.99619673
       14902.460      0.99616991
       14902.490      0.99614629
       14902.520      0.99612884
       14902.550      0.99612054
       14902.580      0.99612434
       14902.610      0.99614306
       14902.640      0.99617890
