x2,w2,x3,w3,x4,w4,x5,w5,x6,w6,x10,w10,x11,w11,x13,w13,x14,w14,x16,w16,x17,w17,x20,w20,x21,w21,x22,w22
804,1.7845274981042305,804,1.7673225545358302,804,1.7504594712318917,804,1.733929339608422,804,1.7177200166648647,804,1.6559345719436707,804,1.6412069553315864,804,1.6125597873137134,804,1.598626973148413,804,1.5715083947301567,804,1.5582933632278442,804,1.52007023611596,804,1.507765669145242,804,1.4956664417064118
805,1.784539870518489,805,1.7673348139505434,805,1.7504716202736756,805,1.7339413743191934,805,1.71773193973714,805,1.6559460638441854,805,1.6412183426700881,805,1.612570963001175,805,1.5986380650042908,805,1.571519275824998,805,1.5583043876647948,805,1.5200807075197855,805,1.5077760748884368,805,1.4956767557769173
806,1.7845522413978088,806,1.7673470718450812,806,1.7504837678101886,806,1.7339534075394338,806,1.717743861324487,806,1.6559575543150404,806,1.641229728596862,806,1.612582137294119,806,1.5986491554365478,806,1.5715301555719499,806,1.5583154102134704,806,1.520091177629292,806,1.507786479341751,806,1.4956870685623633
807,1.784564610742799,807,1.7673593282200388,807,1.750495913842025,807,1.7339654392697244,807,1.7177557814275157,807,1.6559690433568077,807,1.6412411131124558,807,1.6125933101932552,807,1.5986602444458116,807,1.571541033971534,807,1.5583264310073854,807,1.5201016464449622,807,1.507796882505681,807,1.495697380063256
808,1.784576978554067,808,1.7673715830760146,808,1.7505080583697796,808,1.7339774695106485,808,1.7177677000468357,808,1.6559805309700601,808,1.641252496217421,808,1.612604481699294,808,1.598671332032709,808,1.571551911024276,808,1.5583374499607086,808,1.5201121139672789,808,1.5078072843807244,808,1.4957076902801045
809,1.7845893448322192,809,1.7673838364136045,809,1.7505202013940466,809,1.7339894982627866,809,1.7177796171830555,809,1.6559920171553688,809,1.641263877912308,809,1.6126156518129453,809,1.5986824181978663,809,1.5715627867306994,809,1.5583484669589995,809,1.5201225801967242,809,1.5078176849673783,809,1.495717999213415
810,1.784601709577864,810,1.767396088233405,810,1.75053234291542,810,1.73400152552672,810,1.717791532836786,810,1.6560035019133061,810,1.6412752581976655,810,1.6126268205349197,810,1.5986935029419114,810,1.5715736610913271,810,1.558359481754303,810,1.5201330451337818,810,1.507828084266139,810,1.4957283068636946
811,1.7846140727916082,811,1.7674083385360135,811,1.7505444829344938,811,1.734013551303033,811,1.7178034470086367,811,1.656014985244445,811,1.6412866370740449,811,1.6126379878659267,811,1.5987045862654707,811,1.5715845341066834,811,1.558370495262146,811,1.520143508778934,811,1.5078384822775042,811,1.4957386132314507
812,1.784626434474059,812,1.7674205873220261,812,1.7505566214518629,812,1.7340255755923066,812,1.7178153596992167,812,1.656026467149357,812,1.641298014541995,812,1.6126491538066767,812,1.5987156681691712,812,1.5715954057772916,812,1.5583815066719056,812,1.5201539711326633,812,1.5078488790019702,812,1.4957489183171904
813,1.784638794625824,813,1.7674328345920403,813,1.750568758468121,813,1.7340375983951217,813,1.7178272709091362,813,1.6560379476286136,813,1.6413093906020666,813,1.6126603183578796,813,1.5987267486536405,813,1.5716062761036762,813,1.5583925157880782,813,1.5201644321954528,813,1.5078592744400352,813,1.4957592221214202
814,1.7846511532475113,814,1.7674450803466524,814,1.7505808939838623,814,1.7340496197120618,814,1.717839180639005,814,1.6560494266827879,814,1.6413207652548087,814,1.6126714815202456,814,1.5987378277195046,814,1.5716171450863599,814,1.5584035231208802,814,1.5201748919677858,814,1.507869668592195,814,1.4957695246446485
815,1.7846635103397275,815,1.7674573245864587,815,1.7505930279996818,815,1.7340616395437078,815,1.7178510888894314,815,1.6560609043124517,815,1.6413321385007722,815,1.6126826432944859,815,1.5987489053673916,815,1.5716280127258668,815,1.5584145288038254,815,1.5201853504501437,815,1.5078800614589472,815,1.495779825887382
816,1.78467586590308,816,1.7674695673120575,816,1.7506051605161734,816,1.7340736578906417,816,1.717862995661026,816,1.656072380518177,816,1.641343510340507,816,1.6126938036813085,816,1.5987599815979274,816,1.5716388790227211,816,1.558425532026291,816,1.52019580764301,816,1.5078904530407882,816,1.4957901258501274
817,1.7846882199381766,817,1.7674818085240436,817,1.7506172915339313,817,1.7340856747534457,817,1.7178749009543994,817,1.6560838553005357,817,1.6413548807745633,817,1.612704962681426,817,1.5987710564117394,817,1.5716497439774457,817,1.5584365338897705,817,1.5202062635468678,817,1.5079008433382157,817,1.4958004245333922
818,1.7847005724456244,818,1.7674940482230155,818,1.75062942105355,818,1.7340976901327019,818,1.7178868047701594,818,1.6560953286601006,818,1.6413662498034898,818,1.6127161202955467,818,1.5987821298094549,818,1.5716606075905653,818,1.5584475335454941,818,1.5202167181621995,818,1.5079112323517265,818,1.495810721937684
819,1.7847129234260308,819,1.767506286409569,819,1.7506415490756237,819,1.734109704028992,819,1.7178987071089173,819,1.6561068005974433,819,1.6413776174278385,819,1.6127272765243814,819,1.5987932017917006,819,1.5716714698626029,819,1.5584585313272477,819,1.5202271714894882,819,1.5079216200818177,819,1.4958210180635094
820,1.7847252728800034,820,1.7675185230843002,820,1.7506536756007467,820,1.7341217164428981,820,1.7179106079712823,820,1.6561182711131357,820,1.6413889836481577,820,1.6127384313686408,820,1.5988042723591032,820,1.5716823307940828,820,1.5584695276498794,820,1.5202376235292159,820,1.5079320065289856,820,1.495831312911376
821,1.7847376208081496,821,1.7675307582478075,821,1.7506658006295122,821,1.7341337273750026,821,1.717922507357863,821,1.6561297402077508,821,1.641400348464998,821,1.6127495848290334,821,1.5988153415122894,821,1.5716931903855276,821,1.558480521888733,821,1.5202480742818658,821,1.507942391693728,821,1.4958416064817903
822,1.7847499672110763,822,1.767542991900687,822,1.750677924162516,822,1.7341457368258852,822,1.71793440526927,822,1.6561412078818598,822,1.6414117118789098,822,1.6127607369062709,822,1.5988264092518878,822,1.5717040486374623,822,1.5584915139102935,822,1.5202585237479207,822,1.5079527755765418,822,1.4958518987752605
823,1.784762312089392,823,1.7675552240435357,823,1.7506900462003523,823,1.7341577447961307,823,1.7179463017061127,823,1.6561526741360355,823,1.641423073890443,823,1.612771887601063,823,1.5988374755785237,823,1.57171490555041,823,1.5585025040721894,823,1.520268971927864,823,1.5079631581779234,823,1.4958621897922928
824,1.784774655443702,824,1.7675674546769493,824,1.750702166743614,824,1.7341697512863197,824,1.7179581966690014,824,1.6561641389708492,824,1.6414344345001464,824,1.6127830369141194,824,1.598848540492825,824,1.5717257611248945,824,1.5585134926319122,824,1.5202794188221767,824,1.5079735394983707,824,1.4958724795333949
825,1.7847869972746158,825,1.7675796838015252,825,1.7507142857928968,825,1.734181756297034,825,1.7179700901585448,825,1.6561756023868741,825,1.6414457937085718,825,1.6127941848461511,825,1.5988596039954177,825,1.5717366153614396,825,1.5585244788980483,825,1.5202898644313434,825,1.50798391953838,825,1.4958827679990738
826,1.7847993375827398,826,1.7675919114178607,826,1.7507264033487944,826,1.7341937598288562,826,1.7179819821753533,826,1.6561870643846819,826,1.641457151516268,826,1.6128053313978674,826,1.5988706660869298,826,1.5717474682605685,826,1.5585354636764526,826,1.520300308755846,826,1.5079942982984484,826,1.495893055189837
827,1.7848116763686823,827,1.7676041375265514,827,1.7507385194119007,827,1.7342057618823674,827,1.717993872720036,827,1.6561985249648439,827,1.6414685079237854,827,1.6128164765699784,827,1.5988817267679882,827,1.571758319822806,827,1.5585464464712142,827,1.5203107517961674,827,1.5080046757790737,827,1.495903341106191
828,1.7848240136330489,828,1.7676163621281955,828,1.750750633982811,828,1.734217762458151,828,1.7180057617932027,828,1.6562099841279339,828,1.6414798629316742,828,1.612827620363195,828,1.598892786039219,828,1.571769170048675,828,1.5585574271726608,828,1.5203211935527903,828,1.5080150519807514,828,1.4959136257486436
829,1.784836349376449,829,1.7676285852233886,829,1.7507627470621185,829,1.7342297615567874,829,1.718017649395463,829,1.6562214418745218,829,1.6414912165404836,829,1.612838762778227,829,1.5989038439012502,829,1.5717800189386995,829,1.5585684061145784,829,1.5203316340261976,829,1.5080254269039797,829,1.4959239091177023
830,1.7848486835994886,830,1.7676408068127278,830,1.7507748586504177,830,1.734241759178859,830,1.7180295355274273,830,1.6562328982051815,830,1.6415025687507645,830,1.6128499038157844,830,1.5989149003547078,830,1.571790866493403,830,1.558579383225441,830,1.5203420732168718,830,1.5080358005492551,830,1.495934191213873
831,1.7848610163027752,831,1.7676530268968105,831,1.7507869687483038,831,1.734253755324948,831,1.7180414201897038,831,1.6562443531204845,831,1.6415139195630666,831,1.612861043476577,831,1.5989259554002195,831,1.5718017127133095,831,1.5585903583002092,831,1.520352511125296,831,1.5080461729170749,831,1.4959444720376638
832,1.7848733474869172,832,1.767665245476232,832,1.75079907735637,832,1.734265749995636,832,1.7180533033829029,832,1.6562558066210034,832,1.6415252689779394,832,1.6128721817613156,832,1.5989370090384123,832,1.5718125575989421,832,1.5586013315963745,832,1.5203629477519527,832,1.5080565440079354,832,1.495954751589582
833,1.7848856771525206,833,1.7676774625515908,833,1.7508111844752108,833,1.7342777431915053,833,1.7180651851076352,833,1.65626725870731,833,1.641536616995934,833,1.6128833186707106,833,1.5989480612699125,833,1.5718234011508256,833,1.5586123030805588,833,1.5203733830973247,833,1.508066913822335,833,1.4959650298701344
834,1.7848980053001942,834,1.767689678123482,834,1.7508232901054208,834,1.7342897349131374,834,1.7180770653645094,834,1.6562787093799753,834,1.6415479636175994,834,1.6128944542054706,834,1.5989591120953477,834,1.5718342433694827,834,1.558623272676468,834,1.5203838171618946,834,1.5080772823607695,834,1.495975306879828
835,1.7849103319305446,835,1.7677018921925043,835,1.7508353942475936,835,1.7343017251611141,835,1.7180889441541345,835,1.6562901586395733,835,1.6415593088434859,835,1.6129055883663073,835,1.5989701615153444,835,1.5718450842554381,835,1.5586342401361466,835,1.5203942499461458,835,1.5080876496237356,835,1.4959855826191701
836,1.7849226570441792,836,1.7677141047592526,836,1.7508474969023247,836,1.7343137139360183,836,1.7181008214771216,836,1.6563016064866751,836,1.6415706526741436,836,1.6129167211539301,836,1.5989812095305305,836,1.571855923809215,836,1.558645205988884,836,1.5204046814505603,836,1.5080980156117318,836,1.4959958570886684
837,1.7849349806417056,837,1.7677263158243244,837,1.750859598070207,837,1.7343257012384319,837,1.7181126973340795,837,1.6563130529218524,837,1.6415819951101227,837,1.6129278525690496,837,1.598992256141532,837,1.571866762031337,837,1.558656169643402,837,1.5204151116756213,837,1.508108380325254,837,1.49600613028883
838,1.7849473027237308,838,1.7677385253883164,838,1.7508716977518357,838,1.7343376870689358,838,1.7181245717256182,838,1.6563244979456788,838,1.6415933361519721,838,1.6129389826123754,838,1.5990033013489762,838,1.5718775989223275,838,1.5586671316432952,838,1.520425540621812,838,1.5081187437647992,838,1.4960164022201607
839,1.7849596232908629,839,1.7677507334518257,839,1.7508837959478052,839,1.734349671428113,839,1.7181364446523464,839,1.6563359415587255,839,1.6416046758002434,839,1.6129501112846178,839,1.5990143451534893,839,1.571888434482711,839,1.5586780918741225,839,1.520435968289614,839,1.508129105930865,839,1.4960266728831697
840,1.7849719423437083,840,1.7677629400154489,840,1.7508958926587088,840,1.7343616543165445,840,1.7181483161148754,840,1.656347383761564,840,1.6416160140554856,840,1.6129612385864873,840,1.5990253875557,840,1.5718992687130109,840,1.558689049949646,840,1.5204463946795108,840,1.5081394668239478,840,1.4960369422783628
841,1.7849842598828756,841,1.7677751450797823,841,1.7509079878851415,841,1.7343736357348127,841,1.718160186113814,841,1.6563588245547678,841,1.6416273509182495,841,1.6129723645186935,841,1.5990364285562337,841,1.5719101016137507,841,1.558700006389618,841,1.5204568197919848,841,1.5081498264445448,841,1.4960472104062477
842,1.7849965759089712,842,1.7677873486454228,842,1.7509200816276982,842,1.7343856156834991,842,1.7181720546497712,842,1.6563702639389073,842,1.641638686389084,842,1.6129834890819472,842,1.5990474681557185,842,1.5719209331854547,842,1.558710960998535,842,1.5204672436275193,842,1.508160184793153,842,1.4960574772673316
843,1.7850088904226031,843,1.7677995507129678,843,1.7509321738869712,843,1.7343975941631864,843,1.718183921723358,843,1.6563817019145564,843,1.6416500204685396,843,1.6129946122769576,843,1.5990585063547806,843,1.5719317634286456,843,1.5587219136047363,843,1.5204776661865966,843,1.508170541870269,843,1.4960677428621214
844,1.7850212034243778,844,1.7678117512830134,844,1.7509442646635565,844,1.734409571174456,844,1.7181957873351827,844,1.6563931384822863,844,1.6416613531571664,844,1.6130057341044355,844,1.5990695431540476,844,1.5719425923438481,844,1.558732864217758,844,1.5204880874697,844,1.5081808976763909,844,1.4960780071911242
845,1.785033514914904,845,1.767823950356157,845,1.750956353958048,845,1.7344215467178907,845,1.718207651485856,845,1.6564045736426687,845,1.641672684455514,845,1.613016854565091,845,1.5990805785541455,845,1.5719534199315857,845,1.5587438130044937,845,1.5204985074773116,845,1.5081912522120149,845,1.4960882702548475
846,1.7850458248947878,846,1.7678361479329943,846,1.7509684417710392,846,1.7344335207940713,846,1.7182195141759873,846,1.6564160073962768,846,1.641684014364133,846,1.6130279736596342,846,1.5990916125557022,846,1.571964246192382,846,1.5587547600317,846,1.5205089262099152,846,1.5082016054776382,846,1.4960985320537985
847,1.785058133364638,847,1.7678483440141233,847,1.7509805281031254,847,1.7344454934035798,847,1.718231375406186,847,1.6564274397436825,847,1.6416953428835732,847,1.6130390913887749,847,1.5991026451593444,847,1.5719750711267604,847,1.5587657052469255,847,1.5205193436679916,847,1.5082119574737578,847,1.4961087925884844
848,1.7850704403250606,848,1.76786053860014,848,1.7509926129549007,848,1.734457464546999,848,1.7182432351770613,848,1.656438870685457,848,1.6417066700143845,848,1.6130502077532238,848,1.5991136763656988,848,1.5719858947352456,848,1.558776648621559,848,1.520529759852025,848,1.5082223082008703,848,1.4961190518594123
849,1.7850827457766638,849,1.7678727316916412,849,1.7510046963269585,849,1.734469434224911,849,1.7182550934892238,849,1.6564503002221733,849,1.641717995757117,849,1.6130613227536912,849,1.599124706175393,849,1.5719967170183602,849,1.558787589793205,849,1.520540174762498,849,1.5082326576594733,849,1.4961293098670887
850,1.7850950497200546,850,1.7678849232892238,850,1.7510167782198944,850,1.7344814024378965,850,1.7182669503432833,850,1.656461728354403,850,1.6417293201123204,850,1.613072436390886,850,1.5991357345890533,850,1.5720075379766285,850,1.5587985294389723,850,1.5205505883998935,850,1.508243005850063,850,1.4961395666120219
851,1.7851073521558407,851,1.767897113393485,851,1.7510288586343012,851,1.7344933691865378,851,1.718278805739848,851,1.6564731550827185,851,1.641740643080546,851,1.6130835486655193,851,1.599146761607307,851,1.572018357610574,851,1.5588094673347475,851,1.520561000764694,851,1.5082533527731374,851,1.4961498220947187
852,1.785119653084629,852,1.7679093020050205,852,1.751040937570775,852,1.7345053344714172,852,1.718290659679529,852,1.6564845804076922,852,1.6417519646623413,852,1.6130946595783013,852,1.5991577872307812,852,1.5720291759207208,852,1.5588204028630257,852,1.5205714118573825,852,1.5082636984291928,852,1.4961600763156855
853,1.7851319525070277,853,1.767921489124428,853,1.7510530150299077,853,1.7345172982931174,853,1.7183025121629352,853,1.6564960043298957,853,1.6417632848582584,853,1.6131057691299415,853,1.5991688114601024,853,1.5720399929075923,853,1.5588313368678093,853,1.5205818216784412,853,1.508274042818727,853,1.4961703292754307
854,1.7851442504236434,854,1.767933674752304,854,1.751065091012296,854,1.7345292606522185,854,1.7183143631906765,854,1.6565074268499018,854,1.6417746036688459,854,1.6131168773211504,854,1.5991798342958985,854,1.5720508085717122,854,1.5588422690367698,854,1.5205922302283532,854,1.508284385942236,854,1.4961805809744608
855,1.785156546835084,855,1.7679458588892452,855,1.7510771655185327,855,1.7345412215493037,855,1.718326212763363,855,1.6565188479682815,855,1.641785921094655,855,1.6131279841526387,855,1.599190855738795,855,1.5720616229136044,855,1.558853199183941,855,1.5206026375076016,855,1.5082947278002172,855,1.496190831413283
856,1.785168841741957,856,1.7679580415358482,856,1.7510892385492123,856,1.7345531809849548,856,1.7183380608816035,856,1.6565302676856073,856,1.6417972371362357,856,1.6131390896251154,856,1.59920187578942,856,1.5720724359337928,856,1.5588641275858879,856,1.5206130435166691,856,1.5083050683931676,856,1.4962010805924044
857,1.7851811351448694,857,1.7679702226927103,857,1.7511013101049295,857,1.7345651389597536,857,1.718349907546008,857,1.6565416860024522,857,1.6418085517941368,857,1.6131501937392916,857,1.5992128944484003,857,1.5720832476328006,857,1.5588750541353225,857,1.5206234482560375,857,1.5083154077215841,857,1.4962113285123326
858,1.7851934270444285,858,1.7679824023604274,858,1.7511133801862784,858,1.7345770954742816,858,1.7183617527571866,858,1.656553102919388,858,1.6418198650689093,858,1.6131612964958773,858,1.5992239117163627,858,1.572094058011151,858,1.5588859786868094,858,1.5206338517261908,858,1.5083257457859642,858,1.4962215751735741
859,1.7852057174412417,859,1.7679945805395967,859,1.7511254487938523,859,1.7345890505291224,859,1.718373596515748,859,1.656564518436986,859,1.6418311769611031,859,1.6131723978955819,859,1.5992349275939344,859,1.5721048670693694,859,1.5588969016218186,859,1.5206442539276108,859,1.5083360825868042,859,1.496231820576637
860,1.785218006335917,860,1.7680067572308156,860,1.751137515928247,860,1.7346010041248558,860,1.7183854388223034,860,1.656575932555819,860,1.6418424874712676,860,1.6131834979391162,860,1.5992459420817424,860,1.5721156748079788,860,1.5589078227186202,860,1.520654654860781,860,1.5083464181246018,860,1.4962420647220276
861,1.785230293729061,861,1.7680189324346796,861,1.7511495815900566,861,1.734612956262065,861,1.7183972796774607,861,1.6565873452764586,861,1.6418537965999533,861,1.6131945966271901,861,1.5992569551804132,861,1.5721264812275022,861,1.5589187417721748,861,1.5206650545261835,861,1.5083567523998533,861,1.4962523076102534
862,1.7852425796212814,862,1.7680311061517866,862,1.7511616457798744,862,1.7346249069413315,862,1.71840911908183,862,1.6565987565994775,862,1.6418651043477113,862,1.6132056939605144,862,1.599267966890574,862,1.5721372863284642,862,1.5589296588802337,862,1.520675452924302,862,1.5083670854130564,862,1.4962625492418213
863,1.7852548640131862,863,1.7680432783827327,863,1.7511737084982952,863,1.734636856163238,863,1.718420957036022,863,1.6566101665254482,863,1.6418764107150892,863,1.6132167899397978,863,1.5992789772128522,863,1.572148090111388,863,1.5589405742931366,863,1.5206858500556182,863,1.5083774171647073,863,1.4962727896172396
864,1.7852671469053818,864,1.7680554491281149,864,1.751185769745913,864,1.734648803928365,864,1.7184327935406452,864,1.6566215750549418,864,1.6418877157026386,864,1.6132278845657517,864,1.5992899861478742,864,1.5721588925767975,864,1.5589514878392219,864,1.5206962459206155,864,1.508387747655304,864,1.4962830287370141
865,1.7852794282984763,865,1.7680676183885302,865,1.7511978295233228,865,1.7346607502372957,865,1.7184446285963098,865,1.6566329821885306,865,1.641899019310908,865,1.6132389778390859,865,1.599300993696267,865,1.5721696937252168,865,1.5589623995995523,865,1.5207066405197769,865,1.5083980768853427,865,1.4962932666016524
866,1.7852917081930766,866,1.7680797861645747,866,1.7512098878311182,866,1.734672695090611,866,1.7184564622036262,866,1.656644387926787,866,1.6419103215404498,866,1.6132500697605103,866,1.5993119998586578,866,1.5721804935571684,866,1.558973309583664,866,1.5207170338535843,866,1.5084084048553204,866,1.4963035032116623
867,1.7853039865897904,867,1.7680919524568461,867,1.7512219446698936,867,1.7346846384888936,867,1.718468294363202,867,1.6566557922702836,867,1.6419216223918123,867,1.6132611603307352,867,1.5993230046356737,867,1.572191292073178,867,1.558984217443466,867,1.5207274259225207,867,1.5084187315657345,867,1.4963137385675505
868,1.7853162634892248,868,1.76810411726594,868,1.7512340000402429,868,1.7346965804327261,868,1.7184801250756485,868,1.6566671952195917,868,1.641932921865546,868,1.613272249550471,868,1.5993340080279415,868,1.5722020892737671,868,1.5589951237082482,868,1.5207378167270693,868,1.5084290570170817,868,1.4963239726698239
869,1.7853285388919877,869,1.7681162805924537,869,1.751246053942762,869,1.7347085209226891,869,1.718491954341575,869,1.6566785967752835,869,1.6419442199622007,869,1.6132833374204274,869,1.5993450100360884,869,1.5722128851594617,869,1.559006028225422,869,1.5207482062677131,869,1.5084393812098593,869,1.4963342055189894
870,1.7853408127986863,870,1.7681284424369845,870,1.7512581063780428,870,1.7347204599593649,870,1.7185037821615907,870,1.6566899969379316,870,1.6419555166823272,870,1.6132944239413143,870,1.5993560106607407,870,1.5722236797307836,870,1.5590169307041168,870,1.5207585945449338,870,1.5084497041445641,870,1.4963444371155556
871,1.7853530852099273,871,1.7681406028001285,871,1.751270157346681,871,1.7347323975433355,871,1.7185156085363058,871,1.6567013957081078,871,1.6419668120264739,871,1.6133055091138429,871,1.5993670099025257,871,1.5722344729882571,871,1.5590278312468528,871,1.520768981559215,871,1.5084600258216927,871,1.4963546674600283
872,1.7853653561263192,872,1.7681527616824828,872,1.7512822068492715,872,1.7347443336751835,872,1.7185274334663299,872,1.6567127930863843,872,1.641978105995192,872,1.6133165929387219,872,1.5993780077620712,872,1.5722452649324066,872,1.5590387300658226,872,1.5207793673110392,872,1.5084703462417433,872,1.4963648965529155
873,1.7853776255484686,873,1.7681649190846442,873,1.751294254886407,873,1.73475626835549,873,1.7185392569522726,873,1.6567241890733333,873,1.641989398589031,873,1.613327675416663,873,1.5993890042400034,873,1.5722560555637555,873,1.5590496269583702,873,1.5207897518008888,873,1.5084806654052116,873,1.4963751243947243
874,1.785389893476983,874,1.7681770750072086,874,1.7513063014586823,874,1.7347682015848376,874,1.7185510789947438,874,1.6567355836695272,874,1.6420006898085413,874,1.6133387565483752,874,1.599399999336949,874,1.5722668448828268,874,1.5590605222415925,874,1.520800135029248,874,1.5084909833125955,874,1.496385350985961
875,1.7854021599124703,875,1.768189229450774,875,1.7513183465666926,875,1.7347801333638075,875,1.7185628995943523,875,1.6567469768755372,875,1.6420119796542727,875,1.6133498363345693,875,1.5994109930535356,875,1.5722776328901447,875,1.559071415655613,875,1.5208105169965973,875,1.5085012999643916,875,1.4963955763271335
876,1.785414424855537,876,1.768201382415936,876,1.7513303902110302,876,1.734792063692982,876,1.7185747187517082,876,1.6567583686919358,876,1.6420232681267752,876,1.6133609147759544,876,1.5994219853903897,876,1.5722884195862332,876,1.5590823070931434,876,1.5208208977034214,876,1.5085116153610967,876,1.4964058004187493
877,1.7854266883067917,877,1.7682135339032925,877,1.7513424323922921,877,1.734803992572943,877,1.7185865364674213,877,1.6567697591192956,877,1.6420345552265987,877,1.613371991873242,877,1.5994329763481383,877,1.572299204971616,877,1.5590931967568398,877,1.5208312771502024,877,1.508521929503208,877,1.4964160232613148
878,1.7854389502668404,878,1.7682256839134396,878,1.7513544731110702,878,1.7348159200042725,878,1.7185983527421016,878,1.656781148158188,878,1.6420458409542935,878,1.6133830676271417,878,1.5994439659274087,878,1.5723099890468162,878,1.5591040845608712,878,1.5208416553374224,878,1.5085322423912226,878,1.4964262448553378
879,1.7854512107362919,879,1.7682378324469736,879,1.7513665123679598,879,1.7348278459875524,879,1.7186101675763585,879,1.6567925358091866,879,1.6420571253104093,879,1.6133941420383628,879,1.5994549541288279,879,1.5723207718123586,879,1.5591149706840515,879,1.5208520322655652,879,1.5085425540256376,879,1.4964364652013247
880,1.7854634697157525,880,1.7682499795044926,880,1.7513785501635553,880,1.734839770523365,880,1.7186219809708008,880,1.6568039220728614,880,1.6420684082954957,880,1.613405215107617,880,1.5994659409530227,880,1.5723315532687654,880,1.5591258547973634,880,1.520862407935113,880,1.5085528644069495,880,1.4964466842997834
881,1.7854757272058301,881,1.768262125086593,881,1.7513905864984507,881,1.734851693612292,881,1.7186337929260393,881,1.6568153069497857,881,1.6420796899101042,881,1.6134162868356132,881,1.5994769264006201,881,1.5723423334165618,881,1.5591367371106148,881,1.5208727823465487,881,1.5085631735356557,881,1.496456902151221
882,1.7854879832071318,882,1.76827426919387,882,1.7514026213732399,882,1.7348636152549148,882,1.7186456034426831,882,1.6568266904405315,882,1.6420909701547832,882,1.613427357223062,882,1.599487910472247,882,1.5723531122562708,882,1.5591476177597046,882,1.5208831555003552,882,1.5085734814122531,882,1.4964671187561447
883,1.7855002377202653,883,1.768286411826922,883,1.7514146547885179,883,1.7348755354518162,883,1.7186574125213425,883,1.6568380725456715,883,1.6421022490300832,883,1.6134384262706736,883,1.5994988931685303,883,1.5723638897884162,883,1.559158496364355,883,1.5208935273970146,883,1.5085837880372392,883,1.4964773341150615
884,1.7855124907458375,884,1.7682985529863458,884,1.7514266867448782,884,1.7348874542035773,884,1.7186692201626257,884,1.6568494532657774,884,1.6421135265365545,884,1.6134494939791577,884,1.5995098744900973,884,1.572374666013522,884,1.559169373227358,884,1.5209038980370102,884,1.5085940934111102,884,1.4964875482284785
885,1.785524742284457,885,1.768310692672737,885,1.751438717242916,885,1.7348993715107812,885,1.718681026367144,885,1.6568608326014205,885,1.642124802674747,885,1.6134605603492247,885,1.5995208544375747,885,1.5723854409321114,885,1.559180248310566,885,1.520914267420825,885,1.5086043975343633,885,1.4964977610969032
886,1.7855369923367297,886,1.7683228308866932,886,1.7514507462832247,886,1.7349112873740087,886,1.7186928311355056,886,1.6568722105531735,886,1.6421360774452107,886,1.6134716253815853,886,1.599531833011589,886,1.5723962145447088,886,1.5591911215543748,886,1.5209246355489414,886,1.508614700407496,886,1.496507972720842
887,1.7855492409032634,887,1.7683349676288111,887,1.7514627738664,887,1.7349232017938419,887,1.718704634468322,887,1.6568835871216083,887,1.6421473508484952,887,1.6134826890769487,887,1.599542810212769,887,1.572406986851837,887,1.5592019928646088,887,1.5209350024218424,887,1.5086250020310046,887,1.4965181831008028
888,1.7855614879846664,888,1.7683471028996876,888,1.7514747999930336,888,1.7349351147708636,888,1.7187164363662006,888,1.6568949623072986,888,1.6421586228851508,888,1.6134937514360255,888,1.5995537860417393,888,1.5724177578540208,888,1.5592128626263142,888,1.5209453680400102,888,1.5086353024053867,888,1.4965283922372927
889,1.7855737335815447,889,1.7683592366999183,889,1.7514868246637219,889,1.7349470263056548,889,1.718728236829753,889,1.6569063361108143,889,1.6421698935557276,889,1.6135048124595257,889,1.5995647604991279,889,1.572428527551783,889,1.5592237303447725,889,1.5209557324039287,889,1.5086456015311391,889,1.4965386001308187
890,1.7855859776945069,890,1.7683713690301017,890,1.7514988478790587,890,1.7349589363987972,890,1.718740035859588,890,1.6569177085327287,890,1.6421811628607752,890,1.61351587214816,890,1.5995757335855625,890,1.5724392959456477,890,1.5592345963215828,890,1.5209660955140794,890,1.5086558994087584,890,1.4965488067818882
891,1.7855982203241594,891,1.7683834998908332,891,1.7515108696396386,891,1.7349708450508745,891,1.7187518334563148,891,1.6569290795736136,891,1.6421924308008444,891,1.6135269305026376,891,1.5995867053016695,891,1.5724500630361387,891,1.5592454605460166,891,1.5209764573709454,891,1.5086661960387422,891,1.4965590121910082
892,1.7856104614711104,892,1.7683956292827108,892,1.7515228899460549,892,1.734982752262467,892,1.7187636296205442,892,1.6569404492340407,892,1.6422036973764844,892,1.613537987523669,892,1.5995976756480752,892,1.5724608288237796,892,1.559256322811842,892,1.52098681797501,892,1.508676491421587,892,1.496569216358686
893,1.7856227011359669,893,1.7684077572063295,893,1.7515349087989023,893,1.7349946580341573,893,1.7187754243528846,893,1.656951817514583,893,1.6422149625882456,893,1.6135490432119648,893,1.5996086446254074,893,1.572471593309094,893,1.5592671833252907,893,1.5209971773267552,893,1.5086867855577903,893,1.4965794192854287
894,1.7856349393193367,894,1.7684198836622884,894,1.7515469261987753,894,1.7350065623665265,894,1.7187872176539465,894,1.6569631844158124,894,1.6422262264366774,894,1.6135600975682347,894,1.599619612234293,894,1.572482356492606,894,1.5592780420958996,894,1.5210075354266643,894,1.5086970784478486,894,1.496589620971743
895,1.785647176021826,895,1.768432008651182,895,1.7515589421462683,895,1.735018465260158,895,1.71879900952434,895,1.6569745499383006,895,1.6422374889223312,895,1.613571150593189,895,1.5996305784753586,895,1.5724931183748394,895,1.5592888989889622,895,1.5210178922752204,895,1.5087073700922593,895,1.4965998214181373
