x2,w2,x3,w3,x4,w4,x5,w5,x6,w6,x7,w7,x8,w8,x10,w10,x11,w11,x12,w12,x13,w13,x14,w14,x16,w16
1022,2.4350239662437363,1022,2.402571998727216,1022,2.370989763951999,1022,2.3402469003254964,1022,2.310307208389479,1022,2.2811416269639126,1022,2.2527236932557475,1022,2.1980060223606457,1022,2.1716607352166033,1022,2.1459577012551976,1022,2.1208620916437892,1022,2.096368351445532,1022,2.049087053120619
1023,2.4350402084463747,1023,2.4025880558128807,1023,2.371005639189256,1023,2.340262594058215,1023,2.3103227219724203,1023,2.281156964413485,1023,2.2527388548963465,1023,2.198020838810961,1023,2.171675381784492,1023,2.1459721031942456,1023,2.1208764102686155,1023,2.09638250757851,1023,2.0491008892450813
1024,2.435056448627049,1024,2.4026041108904863,1024,2.3710215124380922,1024,2.340278285823818,1024,2.3103382336062173,1024,2.281172299930364,1024,2.2527540146222833,1024,2.1980356533866243,1024,2.1716900264837453,1024,2.145986503767623,1024,2.1208907270786375,1024,2.0963966619013346,1024,2.04911472361974
1025,2.435072686785994,1025,2.4026201639602585,1025,2.371037383698703,1025,2.3402939756224934,1025,2.3103537432910626,1025,2.2811876335147088,1025,2.252769172433714,1025,2.198050466087792,1025,2.171704669314541,1025,2.146000902974268,1025,2.1209050420738946,1025,2.09641081441403,1025,2.0491285562446886
1026,2.4350889229234434,1026,2.4026362150224236,1026,2.371053252971284,1026,2.340309663454429,1026,2.3103692510271494,1026,2.281202965166679,1026,2.252784328330796,1026,2.1980652769146216,1026,2.171719310277058,1026,2.146015300813119,1026,2.1209193552544274,1026,2.096424965116623,1026,2.0491423871200203
1027,2.435105157039631,1027,2.4026522640772097,1027,2.371069120256033,1027,2.3403253493198126,1027,2.310384756814669,1027,2.2812182948864335,1027,2.2527994823136837,1027,2.198080085867271,1027,2.1717339493714736,1027,2.1460296972831157,1027,2.1209336666202745,1027,2.0964391140091387,1027,2.0491562162458288
1028,2.435121389134789,1028,2.4026683111248404,1028,2.371084985553144,1028,2.340341033218832,1028,2.310400260653814,1028,2.281233622674131,1028,2.252814634382535,1028,2.198094892945896,1028,2.1717485865979667,1028,2.1460440923831965,1028,2.1209479761714753,1028,2.096453261091602,1028,2.049170043622207
1029,2.435137619209152,1029,2.402684356165543,1029,2.371100848862813,1029,2.340356715151677,1029,2.310415762544778,1029,2.2812489485299308,1029,2.2528297845375063,1029,2.198109698150654,1029,2.1717632219567142,1029,2.1460584861122998,1029,2.12096228390807,1029,2.09646740636404,1029,2.049183869249247
1030,2.435153847262954,1030,2.4027003991995435,1030,2.371116710185237,1030,2.340372395118534,1030,2.3104312624877523,1030,2.281264272453991,1030,2.252844932778754,1030,2.198124501481702,1030,2.1717778554478957,1030,2.1460728784693655,1030,2.1209765898300983,1030,2.096481549826477,1030,2.0491976931270437
1031,2.4351700732964283,1031,2.402716440227069,1031,2.3711325695206114,1031,2.3403880731195903,1031,2.3104467604829297,1031,2.281279594446472,1031,2.252860079106433,1031,2.1981393029391962,1031,2.1717924870716883,1031,2.1460872694533313,1031,2.1209908939375994,1031,2.0964956914789386,1031,2.0492115152556902
1032,2.435186297309808,1032,2.402732479248344,1032,2.3711484268691314,1032,2.3404037491550365,1032,2.3104622565305024,1032,2.281294914507532,1032,2.2528752235207015,1032,2.1981541025232954,1032,2.1718071168282704,1032,2.146101659063137,1032,2.1210051962306125,1032,2.0965098313214514,1032,2.049225335635279
1033,2.435202519303328,1033,2.402748516263596,1033,2.3711642822309944,1033,2.3404194232250584,1033,2.3104777506306635,1033,2.2813102326373302,1033,2.2528903660217146,1033,2.1981689002341556,1033,2.1718217447178203,1033,2.1461160472977205,1033,2.1210194967091787,1033,2.0965239693540405,1033,2.0492391542659036
1034,2.4352187392772207,1034,2.4027645512730507,1034,2.3711801356063957,1034,2.340435095329845,1034,2.310493242783605,1034,2.281325548836026,1034,2.2529055066096304,1034,2.1981836960719336,1034,2.1718363707405164,1034,2.1461304341560217,1034,2.1210337953733354,1034,2.096538105576731,1034,2.0492529711476575
1035,2.435234957231721,1035,2.402780584276935,1035,2.3711959869955304,1035,2.340450765469585,1035,2.310508732989519,1035,2.281340863103777,1035,2.252920645284604,1035,2.198198490036786,1035,2.1718509948965368,1035,2.146144819636979,1035,2.1210480922231247,1035,2.096552239989548,1035,2.0492667862806333
1036,2.4352511731670607,1036,2.402796615275474,1036,2.371211836398595,1036,2.340466433644466,1036,2.310524221248598,1036,2.281356175440744,1036,2.2529357820467917,1036,2.19821328212887,1036,2.1718656171860595,1036,2.146159203739531,1036,2.1210623872585836,1036,2.0965663725925197,1036,2.0492805996649253
1037,2.435267387083475,1037,2.402812644268894,1037,2.371227683815786,1037,2.340482099854675,1037,2.310539707561036,1037,2.281371485847084,1037,2.2529509168963506,1037,2.198228072348344,1037,2.171880237609263,1037,2.1461735864626164,1037,2.1210766804797534,1037,2.0965805033856686,1037,2.0492944113006257
1038,2.435283598981197,1038,2.402828671257422,1038,2.371243529247299,1038,2.3404977641004,1038,2.3105551919270235,1038,2.281386794322958,1038,2.252966049833436,1038,2.1982428606953635,1038,2.1718948561663245,1038,2.146187967805175,1038,2.1210909718866744,1038,2.096594632369022,1038,2.0493082211878293
1039,2.4352998088604605,1039,2.4028446962412837,1039,2.37125937269333,1039,2.3405134263818304,1039,2.3105706743467533,1039,2.2814021008685232,1039,2.252981180858206,1039,2.198257647170086,1039,2.171909472857423,1039,2.1462023477661445,1039,2.121105261479383,1039,2.096608759542605,1039,2.0493220293266274
1040,2.4353160167214987,1040,2.402860719220705,1040,2.371275214154074,1040,2.3405290866991546,1040,2.310586154820419,1040,2.28141740548394,1040,2.252996309970815,1040,2.198272431772669,1040,2.171924087682736,1040,2.1462167263444645,1040,2.121119549257923,1040,2.0966228849064437,1040,2.0493358357171148
1041,2.4353322225645457,1041,2.402876740195913,1041,2.3712910536297276,1041,2.3405447450525587,1041,2.3106016333482122,1041,2.2814327081693673,1041,2.2530114371714207,1041,2.1982872145032677,1041,2.171938700642443,1041,2.146231103539073,1041,2.1211338352223303,1041,2.096637008460563,1041,2.049349640359384
1042,2.435348426389835,1042,2.402892759167133,1042,2.3713068911204873,1042,2.3405604014422328,1042,2.3106171099303254,1042,2.2814480089249636,1042,2.2530265624601795,1042,2.198301995362042,1042,2.1719533117367207,1042,2.1462454793489107,1042,2.1211481193726467,1042,2.0966511302049877,1042,2.0493634432535286
1043,2.4353646281976,1043,2.4029087761345918,1043,2.3713227266265484,1043,2.3405760558683637,1043,2.3106325845669513,1043,2.281463307750887,1043,2.2530416858372466,1043,2.198316774349146,1043,2.171967920965747,1043,2.1462598537729143,1043,2.1211624017089115,1043,2.096665250139746,1043,2.0493772443996416
1044,2.4353808279880753,1044,2.402924791098515,1044,2.3713385601481067,1044,2.340591708331139,1044,2.310648057258282,1044,2.2814786046472983,1044,2.2530568073027806,1044,2.1983315514647384,1044,2.1719825283297016,1044,2.146274226810024,1044,2.121176682231163,1044,2.0966793682648612,1044,2.0493910437978156
1045,2.4353970257614934,1045,2.402940804059129,1045,2.371354391685359,1045,2.3406073588307477,1045,2.31066352800451,1045,2.281493899614356,1045,2.2530719268569355,1045,2.198346326708976,1045,2.1719971338287616,1045,2.146288598459178,1045,2.1211909609394426,1045,2.0966934845803595,1045,2.049404841448145
1046,2.435413221518088,1046,2.402956815016661,1046,2.3713702212384997,1046,2.3406230073673777,1046,2.3106789968058283,1046,2.2815091926522175,1046,2.253087044499869,1046,2.1983611000820154,1046,2.172011737463106,1046,2.1463029687193154,1046,2.121205237833788,1046,2.0967075990862662,1046,2.049418637350723
1047,2.4354294152580938,1047,2.4029728239713353,1047,2.371386048807726,1047,2.340638653941217,1047,2.3106944636624283,1047,2.281524483761044,1047,2.2531021602317374,1047,2.198375871584014,1047,2.172026339232912,1047,2.1463173375893745,1047,2.121219512914241,1047,2.0967217117826085,1047,2.0494324315056427
1048,2.4354456069817427,1048,2.4029888309233796,1048,2.371401874393234,1048,2.3406542985524537,1048,2.310709928574504,1048,2.281539772940994,1048,2.253117274052697,1048,2.1983906412151284,1048,2.172040939138358,1048,2.1463317050682944,1048,2.121233786180839,1048,2.0967358226694093,1048,2.049446223912997
1049,2.4354617966892698,1049,2.4030048358730194,1049,2.371417697995218,1049,2.3406699412012757,1049,2.310725391542246,1049,2.2815550601922245,1049,2.2531323859629038,1049,2.1984054089755154,1049,2.1720555371796224,1049,2.146346071155015,1049,2.1212480576336232,1049,2.096749931746697,1049,2.0494600145728787
1050,2.4354779843809085,1050,2.403020838820481,1050,2.3714335196138756,1050,2.3406855818878713,1050,2.310740852565848,1050,2.281570345514897,1050,2.2531474959625144,1050,2.1984201748653334,1050,2.1720701333568835,1050,2.1463604358484742,1050,2.121262327272632,1050,2.096764039014495,1050,2.0494738034853826
1051,2.435494170056892,1051,2.4030368397659907,1051,2.3714493392494025,1051,2.340701220612428,1051,2.3107563116455023,1051,2.2815856289091694,1051,2.2531626040516857,1051,2.198434938884737,1051,2.172084727670319,1051,2.1463747991476105,1051,2.1212765950979056,1051,2.0967781444728297,1051,2.0494875906506005
1052,2.4355103537174543,1052,2.403052838709775,1052,2.3714651569019933,1052,2.3407168573751345,1052,2.310771768781401,1052,2.2816009103752015,1052,2.253177710230574,1052,2.1984497010338857,1052,2.172099320120107,1052,2.146389161051364,1052,2.1212908611094843,1052,2.096792248121727,1052,2.0495013760686263
1053,2.4355265353628286,1053,2.4030688356520593,1053,2.3714809725718453,1053,2.3407324921761785,1053,2.3107872239737373,1053,2.2816161899131506,1053,2.253192814499335,1053,2.198464461312935,1053,2.1721139107064262,1053,2.1464035215586716,1053,2.1213051253074062,1053,2.0968063499612115,1053,2.049515159739553
1054,2.435542714993249,1054,2.4030848305930705,1054,2.3714967862591547,1054,2.340748125015748,1054,2.3108026772227026,1054,2.2816314675231775,1054,2.253207916858125,1054,2.198479219722042,1054,2.1721284994294545,1054,2.1464178806684737,1054,2.1213193876917127,1054,2.09682044999131,1054,2.0495289416634748
1055,2.4355588926089484,1055,2.403100823533035,1055,2.371512597964116,1055,2.340763755894031,1055,2.3108181285284903,1055,2.28164674320544,1055,2.2532230173071026,1055,2.1984939762613642,1055,2.17214308628937,1055,2.1464322383797088,1055,2.1213336482624414,1055,2.0968345482120476,1055,2.049542721840484
1056,2.4355750682101616,1056,2.403116814472178,1056,2.371528407686926,1056,2.340779384811216,1056,2.310833577891292,1056,2.2816620169600976,1056,2.25323811584642,1056,2.1985087309310583,1056,2.1721576712863513,1056,2.1464465946913163,1056,2.121347907019633,1056,2.0968486446234498,1056,2.0495565002706737
1057,2.4355912417971215,1057,2.4031328034107258,1057,2.3715442154277806,1057,2.340795011767491,1057,2.3108490253113008,1057,2.2816772887873094,1057,2.2532532124762374,1057,2.198523483731282,1057,2.172172254420575,1057,2.146460949602233,1057,2.121362163963327,1057,2.096862739225542,1057,2.0495702769541366
1058,2.4356074133700627,1058,2.4031487903489053,1058,2.371560021186876,1058,2.3408106367630426,1058,2.310864470788709,1058,2.2816925586872343,1058,2.2532683071967097,1058,2.1985382346621916,1058,2.172186835692221,1058,2.1464753031114006,1058,2.1213764190935622,1058,2.0968768320183497,1058,2.0495840518909683
1059,2.4356235829292165,1059,2.4031647752869425,1059,2.3715758249644066,1059,2.3408262597980616,1059,2.310879914323708,1059,2.281707826660031,1059,2.253283400007993,1059,2.198552983723944,1059,2.1722014151014672,1059,2.146489655217756,1059,2.12139067241038,1059,2.096890923001899,1059,2.04959782508126
1060,2.4356397504748193,1060,2.403180758225063,1060,2.3715916267605706,1060,2.3408418808727327,1060,2.3108953559164926,1060,2.2817230927058585,1060,2.2532984909102454,1060,2.198567730916696,1060,2.1722159926484905,1060,2.1465040059202383,1060,2.1214049239138184,1060,2.0969050121762156,1060,2.049611596525106
1061,2.4356559160071027,1061,2.4031967391634947,1061,2.371607426575562,1061,2.3408574999872473,1061,2.3109107955672537,1061,2.281738356824876,1061,2.253313579903621,1061,2.198582476240605,1061,2.172230568333471,1061,2.1465183552177867,1061,2.1214191736039183,1061,2.0969190995413243,1061,2.0496253662225996
1062,2.435672079526302,1062,2.4032127181024614,1062,2.3716232244095785,1062,2.3408731171417916,1062,2.3109262332761835,1062,2.281753619017243,1062,2.2533286669882773,1062,2.198597219695829,1062,2.172245142156585,1062,2.1465327031093397,1062,2.1214334214807176,1062,2.0969331850972512,1062,2.0496391341738325
1063,2.4356882410326497,1063,2.403228695042191,1063,2.371639020262814,1063,2.340888732336554,1063,2.3109416690434754,1063,2.281768879283117,1063,2.2533437521643713,1063,2.1986119612825235,1063,2.172259714118012,1063,2.146547049593837,1063,2.121447667544257,1063,2.096947268844022,1063,2.049652900378899
1064,2.4357044005263795,1064,2.4032446699829095,1064,2.371654814135466,1064,2.340904345571722,1064,2.3109571028693208,1064,2.281784137622659,1064,2.253358835432058,1064,2.198626701000846,1064,2.1722742842179295,1064,2.1465613946702162,1064,2.1214619117945763,1064,2.096961350781662,1064,2.0496666648378925
1065,2.4357205580077252,1065,2.4032606429248418,1065,2.37167060602773,1065,2.3409199568474848,1065,2.3109725347539127,1065,2.2817993940360264,1065,2.2533739167914946,1065,2.198641438850953,1065,2.1722888524565156,1065,2.1465757383374173,1065,2.121476154231714,1065,2.0969754309101964,1065,2.0496804275509066
1066,2.4357367134769206,1066,2.4032766138682162,1066,2.371686395939802,1066,2.34093556616403,1066,2.310987964697444,1066,2.281814648523379,1066,2.2533889962428377,1066,2.1986561748330025,1066,2.172303418833948,1066,2.1465900805943785,1066,2.1214903948557104,1066,2.0969895092296515,1066,2.049694188518034
1067,2.4357528669341986,1067,2.4032925828132563,1067,2.3717021838718773,1067,2.3409511735215442,1067,2.3110033927001066,1067,2.2818299010848757,1067,2.253404073786243,1067,2.1986709089471512,1067,2.172317983350406,1067,2.146604421440039,1067,2.1215046336666057,1067,2.0970035857400533,1067,2.049707947739369
1068,2.435769018379794,1068,2.403308549760191,1068,2.371717969824153,1068,2.3409667789202175,1068,2.3110188187620926,1068,2.2818451517206757,1068,2.2534191494218674,1068,2.198685641193555,1068,2.1723325460060674,1068,2.146618760873337,1068,2.1215188706644383,1068,2.097017660441426,1068,2.049721705215003
1069,2.4357851678139397,1069,2.403324514709244,1069,2.3717337537968235,1069,2.3409823823602367,1069,2.3110342428835953,1069,2.2818604004309364,1069,2.2534342231498665,1069,2.198700371572373,1069,2.1723471068011095,1069,2.146633098893212,1069,2.1215331058492484,1069,2.097031733333796,1069,2.0497354609450302
1070,2.43580131523687,1070,2.403340477660644,1070,2.371749535790085,1070,2.3409979838417914,1070,2.3110496650648065,1070,2.2818756472158186,1070,2.2534492949703986,1070,2.19871510008376,1070,2.172361665735712,1070,2.1466474354986023,1070,2.121547339221076,1070,2.097045804417189,1070,2.049749214929544
1071,2.435817460648818,1071,2.4033564386146153,1071,2.3717653158041356,1071,2.3410135833650676,1071,2.31106508530592,1071,2.2818908920754812,1071,2.253464364883618,1071,2.1987298267278743,1071,2.172376222810052,1071,2.146661770688447,1071,2.1215615707799595,1071,2.09705987369163,1071,2.049762967168638
1072,2.435833604050017,1072,2.4033723975713848,1072,2.371781093839169,1072,2.3410291809302546,1072,2.3110805036071262,1072,2.281906135010083,1072,2.2534794328896823,1072,2.198744551504873,1072,2.1723907780243077,1072,2.146676104461685,1072,2.1215758005259397,1072,2.097073941157145,1072,2.0497767176624047
1073,2.4358497454407013,1073,2.4033883545311787,1073,2.3717968698953813,1073,2.3410447765375393,1073,2.311095919968619,1073,2.2819213760197816,1073,2.2534944989887475,1073,2.198759274414913,1073,2.1724053313786578,1073,2.146690436817256,1073,2.121590028459056,1073,2.0970880068137605,1073,2.049790466410937
1074,2.4358658848211046,1074,2.403404309494223,1074,2.37181264397297,1074,2.3410603701871118,1074,2.31111133439059,1074,2.2819366151047378,1074,2.25350956318097,1074,2.1987739954581507,1074,2.172419882873279,1074,2.146704767754097,1074,2.1216042545793474,1074,2.0971020706615002,1074,2.0498042134143297
1075,2.4358820221914597,1075,2.403420262460744,1075,2.3718284160721286,1075,2.341075961879159,1075,2.3111267468732315,1075,2.2819518522651103,1075,2.2535246254665062,1075,2.198788714634743,1075,2.172434432508351,1075,2.146719097271148,1075,2.1216184788868535,1075,2.0971161327003913,1075,2.0498179586726746
1076,2.435898157552001,1076,2.4034362134309677,1076,2.3718441861930546,1076,2.341091551613868,1076,2.3111421574167377,1076,2.2819670875010574,1076,2.253539685845513,1076,2.1988034319448477,1076,2.172448980284051,1076,2.1467334253673482,1076,2.121632701381614,1076,2.097130192930458,1076,2.049831702186066
1077,2.4359142909029616,1077,2.4034521624051206,1077,2.371859954335944,1077,2.3411071393914282,1077,2.3111575660212993,1077,2.281982320812738,1077,2.2535547443181456,1077,2.198818147388621,1077,2.1724635262005583,1077,2.146747752041635,1077,2.1216469220636696,1077,2.0971442513517267,1077,2.049845443954596
1078,2.4359304222445757,1078,2.403468109383429,1078,2.371875720500993,1078,2.3411227252120272,1078,2.311172972687109,1078,2.2819975522003118,1078,2.2535698008845606,1078,2.1988328609662213,1078,2.1724780702580504,1078,2.1467620772929488,1078,2.1216611409330586,1078,2.097158307964223,1078,2.0498591839783598
1079,2.435946551577077,1079,2.4034840543661184,1079,2.3718914846883963,1079,2.341138309075853,1079,2.31118837741436,1079,2.2820127816639375,1079,2.253584855544916,1079,2.1988475726778045,1079,2.172492612456705,1079,2.1467764011202273,1079,2.1216753579898207,1079,2.0971723627679726,1079,2.0498729222574483
1080,2.435962678900698,1080,2.403499997353415,1080,2.3719072468983495,1080,2.3411538909830942,1080,2.3112037802032437,1080,2.282028009203774,1080,2.253599908299367,1080,2.1988622825235264,1080,2.1725071527967015,1080,2.1467907235224106,1080,2.1216895732339958,1080,2.097186415763,1080,2.0498866587919555
1081,2.4359788042156736,1081,2.4035159383455458,1081,2.3719230071310506,1081,2.3411694709339375,1081,2.311219181053954,1081,2.282043234819981,1081,2.2536149591480696,1081,2.1988769905035466,1081,2.172521691278216,1081,2.1468050444984366,1081,2.121703786665624,1081,2.097200466949332,1081,2.049900393581976
1082,2.4359949275222372,1082,2.403531877342737,1082,2.371938765386694,1082,2.341185048928572,1082,2.311234579966682,1082,2.282058458512717,1082,2.253630008091181,1082,2.1988916966180208,1082,2.172536227901429,1082,2.146819364047244,1082,2.1217179982847436,1082,2.0972145163269946,1082,2.049914126627602
1083,2.4360110488206215,1083,2.4035478143452145,1083,2.3719545216654763,1083,2.341200624967186,1083,2.311249976941621,1083,2.28207368028214,1083,2.253645055128857,1083,2.1989064008671053,1083,2.1725507626665164,1083,2.1468336821677725,1083,2.1217322080913954,1083,2.0972285638960115,1083,2.049927857928926
1084,2.4360271681110617,1084,2.403563749353204,1084,2.371970275967593,1084,2.3412161990499665,1084,2.3112653719789633,1084,2.282088900128411,1084,2.2536601002612544,1084,2.198921103250958,1084,2.172565295573658,1084,2.1468479988589597,1084,2.1217464160856188,1084,2.0972426096564103,1084,2.049941587486043
1085,2.4360432853937897,1085,2.4035796823669324,1085,2.37198602829324,1085,2.3412317711771022,1085,2.3112807650789002,1085,2.282104118051686,1085,2.2536751434885294,1085,2.198935803769736,1085,2.1725798266230316,1085,2.146862314119745,1085,2.1217606222674523,1085,2.0972566536082153,1085,2.0499553152990453
1086,2.4360594006690413,1086,2.4035956133866256,1086,2.372001778642614,1086,2.3412473413487818,1086,2.3112961562416263,1086,2.282119334052127,1086,2.2536901848108384,1086,2.1989505024235965,1086,2.172594355814815,1086,2.1468766279490685,1086,2.121774826636937,1086,2.097270695751452,1086,2.0499690413680254
1087,2.4360755139370482,1087,2.4036115424125093,1087,2.3720175270159096,1087,2.3412629095651925,1087,2.3113115454673325,1087,2.2821345481298927,1087,2.2537052242283377,1087,2.1989651992126955,1087,2.1726088831491865,1087,2.146890940345867,1087,2.1217890291941113,1087,2.0972847360861464,1087,2.0499827656930787
1088,2.4360916251980447,1088,2.4036274694448103,1088,2.372033273413324,1088,2.341278475826522,1088,2.311326932756211,1088,2.28214976028514,1088,2.253720261741184,1088,2.19897989413719,1088,2.1726234086263245,1088,2.146905251309081,1088,2.1218032299390157,1088,2.097298774612325,1088,2.049996488274296
1089,2.4361077344522646,1089,2.403643394483755,1089,2.3720490178350526,1089,2.341294040132959,1089,2.3113423181084554,1089,2.2821649705180294,1089,2.2537352973495333,1089,2.1989945871972383,1089,2.1726379322464067,1089,2.1469195608376483,1089,2.1218174288716893,1089,2.0973128113300117,1089,2.0500102091117722
1090,2.4361238416999407,1090,2.4036593175295695,1090,2.3720647602812908,1090,2.3413096024846913,1090,2.3113577015242575,1090,2.28218017882872,1090,2.2537503310535425,1090,2.1990092783929964,1090,2.172652454009612,1090,2.1469338689305086,1090,2.1218316259921726,1090,2.0973268462392336,1090,2.0500239282056
1091,2.436139946941308,1091,2.403675238582479,1091,2.3720805007522356,1091,2.3413251628819074,1091,2.31137308300381,1091,2.2821953852173706,1091,2.253765362853368,1091,2.199023967724622,1091,2.1726669739161175,1091,2.146948175586599,1091,2.121845821300503,1091,2.0973408793400146,1091,2.050037645555872
1092,2.4361560501765993,1092,2.4036911576427107,1092,2.3720962392480818,1092,2.3413407213247948,1092,2.3113884625473053,1092,2.2822105896841403,1092,2.253780392749165,1092,2.1990386551922714,1092,2.172681491966102,1092,2.1469624808048606,1092,2.121860014796722,1092,2.097354910632382,1092,2.050051361162683
1093,2.4361721514060477,1093,2.40370707471049,1093,2.3721119757690263,1093,2.341356277813542,1093,2.311403840154936,1093,2.282225792229187,1093,2.2537954207410915,1093,2.1990533407961017,1093,2.1726960081597433,1093,2.146976784584231,1093,2.121874206480869,1093,2.0973689401163607,1093,2.0500650750261253
1094,2.4361882506298884,1094,2.403722989786045,1094,2.372127710315264,1094,2.3413718323483366,1094,2.311419215826894,1094,2.282240992852671,1094,2.253810446829303,1094,2.199068024536271,1094,2.1727105224972205,1094,2.1469910869236495,1094,2.1218883963529827,1094,2.097382967791976,1094,2.050078787146292
1095,2.436204347848354,1095,2.4037389028695992,1095,2.3721434428869923,1095,2.3413873849293663,1095,2.3114345895633726,1095,2.2822561915547506,1095,2.253825471013956,1095,2.1990827064129337,1095,2.1727250349787113,1095,2.147005387822055,1095,2.121902584413103,1095,2.097396993659253,1095,2.050092497523277
1096,2.436220443061678,1096,2.403754813961381,1096,2.3721591734844063,1096,2.341402935556821,1096,2.311449961364563,1096,2.2822713883355847,1096,2.253840493295207,1096,2.1990973864262493,1096,2.1727395456043923,1096,2.147019687278385,1096,2.121916770661271,1096,2.097411017718219,1096,2.0501062061571727
1097,2.4362365362700946,1097,2.403770723061615,1097,2.372174902107701,1097,2.3414184842308865,1097,2.311465331230659,1097,2.282286583195334,1097,2.2538555136732126,1097,2.199112064576374,1097,2.1727540543744444,1097,2.14703398529158,1097,2.121930955097524,1097,2.097425039968898,1097,2.0501199130480736
1098,2.4362526274738374,1098,2.4037866301705284,1098,2.3721906287570738,1098,2.341434030951752,1098,2.3114806991618524,1098,2.282301776134155,1098,2.2538705321481283,1098,2.199126740863465,1098,2.1727685612890437,1098,2.147048281860578,1098,2.1219451377219034,1098,2.0974390604113164,1098,2.050133618196072
1099,2.4362687166731396,1099,2.4038025352883476,1099,2.3722063534327202,1099,2.341449575719605,1099,2.3114960651583356,1099,2.2823169671522083,1099,2.253885548720111,1099,2.1991414152876785,1099,2.1727830663483685,1099,2.1470625769843186,1099,2.121959318534447,1099,2.0974530790454993,1099,2.0501473216012607
1100,2.436284803868235,1100,2.4038184384152976,1100,2.372222076134836,1100,2.341465118534634,1100,2.3115114292203014,1100,2.282332156249652,1100,2.253900563389318,1100,2.1991560878491723,1100,2.172797569552598,1100,2.1470768706617402,1100,2.121973497535196,1100,2.0974670958714725,1100,2.050161023263734
1101,2.436300889059358,1101,2.4038343395516053,1101,2.3722377968636175,1101,2.3414806593970274,1101,2.311526791347942,1101,2.2823473434266455,1101,2.2539155761559044,1101,2.199170758548103,1101,2.1728120709019096,1101,2.147091162891781,1101,2.1219876747241897,1101,2.0974811108892624,1101,2.050174723183585
1102,2.4363169722467406,1102,2.403850238697497,1102,2.3722535156192595,1102,2.341496198306973,1102,2.31154215154145,1102,2.2823625286833487,1102,2.2539305870200272,1102,2.1991854273846285,1102,2.172826570396482,1102,2.1471054536733805,1102,2.122001850101467,1102,2.0974951240988924,1102,2.050188421360907
1103,2.4363330534306176,1103,2.403866135853199,1103,2.372269232401959,1103,2.3415117352646577,1103,2.3115575098010166,1103,2.282377712019919,1103,2.2539455959818433,1103,2.1992000943589045,1103,2.1728410680364925,1103,2.147119743005478,1103,2.1220160236670678,1103,2.0975091355003905,1103,2.0502021177957928
1104,2.4363491326112228,1104,2.4038820310189366,1104,2.3722849472119116,1104,2.341527270270271,1104,2.311572866126837,1104,2.2823928934365156,1104,2.253960603041508,1104,2.1992147594710887,1104,2.1728555638221203,1104,2.147134030887011,1104,2.1220301954210323,1104,2.0975231450937812,1104,2.0502158124883363
1105,2.436365209788789,1105,2.403897924194938,1105,2.3723006600493126,1105,2.3415428033240007,1105,2.311588220519101,1105,2.2824080729332987,1105,2.253975608199178,1105,2.1992294227213383,1105,2.172870057753543,1105,2.14714831731692,1105,2.122044365363399,1105,2.09753715287909,1105,2.050229505438629
1106,2.43638128496355,1106,2.403913815381426,1106,2.3723163709143593,1106,2.341558334426035,1106,2.3116035729780027,1106,2.2824232505104263,1106,2.25399061145501,1106,2.199244084109809,1106,2.1728845498309384,1106,2.1471626022941424,1106,2.122058533494209,1106,2.097551158856342,1106,2.0502431966467665
1107,2.4363973581357405,1107,2.4039297045786303,1107,2.372332079807247,1107,2.341573863576561,1107,2.3116189235037337,1107,2.2824384261680577,1107,2.2540056128091606,1107,2.19925874363666,1107,2.172899040054485,1107,2.1471768858176183,1107,2.1220726998135,1107,2.0975651630255645,1107,2.0502568861128414
1108,2.436413429305593,1108,2.4039455917867754,1108,2.372347786728171,1108,2.3415893907757668,1108,2.311634272096487,1108,2.2824535999063524,1108,2.2540206122617854,1108,2.199273401302046,1108,2.172913528424361,1108,2.147191167886285,1108,2.122086864321313,1108,2.0975791653867812,1108,2.0502705738369453
1109,2.4364294984733417,1109,2.4039614770060878,1109,2.372363491677328,1109,2.3416049160238415,1109,2.3116496187564537,1109,2.282468771725468,1109,2.2540356098130414,1109,2.1992880571061257,1109,2.1729280149407444,1109,2.147205448499083,1109,2.122101027017687,1109,2.097593165940019,1109,2.0502842598191737
1110,2.43644556563922,1110,2.4039773602367926,1110,2.3723791946549135,1110,2.3416204393209723,1110,2.3116649634838287,1110,2.2824839416255647,1110,2.254050605463085,1110,2.1993027110490555,1110,2.172942499603814,1110,2.1472197276549503,1110,2.122115187902662,1110,2.0976071646853027,1110,2.050297944059619
1111,2.436461630803461,1111,2.4039932414791183,1111,2.372394895661124,1111,2.3416359606673476,1111,2.3116803062788027,1111,2.2824991096068015,1111,2.254065599212073,1111,2.199317363130992,1111,2.172956982413747,1111,2.147234005352826,1111,2.1221293469762763,1111,2.0976211616226577,1111,2.050311626558374
1112,2.4364776939662995,1112,2.4040091207332885,1112,2.372410594696155,1112,2.3416514800631556,1112,2.311695647141568,1112,2.2825142756693375,1112,2.2540805910601605,1112,2.1993320133520924,1112,2.172971463370722,1112,2.147248281591648,1112,2.1221435042385717,1112,2.0976351567521108,1112,2.0503253073155325
1113,2.436493755127968,1113,2.4040249979995316,1113,2.372426291760202,1113,2.341666997508584,1113,2.3117109860723177,1113,2.2825294398133305,1113,2.2540955810075043,1113,2.1993466617125144,1113,2.1729859424749174,1113,2.1472625563703565,1113,2.1221576596895866,1113,2.097649150073686,1113,2.050338986331188
