x2,w2,x3,w3,x4,w4,x5,w5,x6,w6,x7,w7,x8,w8,x10,w10,x11,w11,x12,w12,x13,w13,x14,w14,x16,w16
293,2.422630238313259,293,2.390317403468649,293,2.3588749237660385,293,2.3282705567312623,293,2.298466690491596,293,2.2694360570119274,293,2.241151254488715,293,2.186695833927197,293,2.1604746205415535,293,2.1351640512084957,293,2.109938354924119,293,2.085565216869841,293,2.0385288754100808
294,2.422648016694499,294,2.3903349846157247,294,2.3588923006957723,294,2.328287734528717,294,2.298483676209588,294,2.269452845700899,294,2.2411678535317567,294,2.186712058774627,294,2.160490676748835,294,2.135179172668457,294,2.109954007076268,294,2.0855806994127457,294,2.0385440119560116
295,2.422665792883453,295,2.390352563589847,295,2.358909675494254,295,2.3283049102219677,295,2.2985006598381372,295,2.2694696323412704,295,2.241184450546126,295,2.186728281632951,295,2.160506730957607,295,2.1351943118286134,295,2.109969657384749,295,2.0855961801268443,295,2.038559146684154
296,2.4226835668803566,296,2.390370140391242,296,2.3589270481616786,296,2.328322083811202,296,2.2985176413774364,296,2.2694864169332,296,2.2412010455319797,296,2.186744502502326,296,2.1605227831680476,296,2.13520939453125,296,2.109985305849603,296,2.085611659012164,296,2.0385742795945996
297,2.422701338685442,297,2.390387715020137,297,2.3589444186982425,297,2.328339255296608,297,2.298534620827678,297,2.269503199476847,297,2.241217638489474,297,2.1867607213829086,297,2.1605388333803344,297,2.1352245181274414,297,2.110000952470868,297,2.08562713606873,297,2.038589410687444
298,2.422719108298944,298,2.3904052874767565,298,2.3589617871041417,298,2.3283564246783737,298,2.298551598189053,298,2.2695199799723706,298,2.2412342294187657,298,2.1867769382748556,298,2.1605548815946465,298,2.1352396343994138,298,2.110016597248585,298,2.085642611296567,298,2.0386045399627784
299,2.4227368757210943,299,2.3904228577613287,299,2.358979153379572,299,2.3283735919566877,299,2.298568573461756,299,2.2695367584199286,299,2.24125081832001,299,2.1867931531783253,299,2.160570927811161,299,2.1352547262573243,299,2.1100322401827927,299,2.085658084695702,299,2.0386196674206962
300,2.422754640952129,300,2.390440425874078,300,2.358996517524729,300,2.3283907571317375,300,2.2985855466459792,300,2.2695535348196825,300,2.2412674051933643,300,2.1868093660934735,300,2.160586972030057,300,2.135269851989746,300,2.1100478812735317,300,2.0856735562661597,300,2.038634793061292
301,2.42277240399228,301,2.390457991815231,301,2.3590138795398095,301,2.328407920203712,301,2.2986025177419136,301,2.2695703091717885,301,2.2412839900389843,301,2.1868255770204565,301,2.1606030142515116,301,2.1352849771118163,301,2.1100635205208405,301,2.0856890260079664,301,2.0386499168846575
302,2.4227901648417816,302,2.3904755555850143,302,2.359031239425009,302,2.328425081172798,302,2.2986194867497525,302,2.269587081476408,302,2.2413005728570274,302,2.1868417859594333,302,2.160619054475704,302,2.135300067443848,302,2.110079157924759,302,2.085704493921146,302,2.038665038890887
303,2.422807923500868,303,2.390493117183655,303,2.359048597180523,303,2.328442240039184,303,2.2986364536696886,303,2.2696038517336987,303,2.241317153647649,303,2.18685799291056,303,2.1606350927028113,303,2.135315180969238,303,2.1100947934853265,303,2.085719960005726,303,2.038680159080074
304,2.4228256799697716,304,2.3905106766113775,304,2.3590659528065476,304,2.3284593968030585,304,2.2986534185019134,304,2.2696206199438187,304,2.241333732411006,304,2.1868741978739936,304,2.160651128933013,304,2.1353303146362306,304,2.110110427202584,304,2.0857354242617316,304,2.0386952774523106
305,2.422843434248727,305,2.3905282338684093,305,2.3590833063032797,305,2.3284765514646093,305,2.29867038124662,305,2.2696373861069294,305,2.2413503091472537,305,2.18689040084989,305,2.1606671631664858,305,2.1353453942871092,305,2.110126059076569,305,2.085750886689187,305,2.038710394007691
306,2.4228611863379674,306,2.390545788954976,306,2.3591006576709135,306,2.328493704024024,306,2.2986873419040013,306,2.2696541502231877,306,2.2413668838565513,306,2.186906601838408,306,2.160683195403409,306,2.1353605096435544,306,2.110141689107323,306,2.08576634728812,306,2.0387255087463076
307,2.4228789362377263,307,2.390563341871303,307,2.3591180069096467,307,2.328510854481492,307,2.29870430047425,307,2.269670912292754,307,2.2413834565390522,307,2.1869228008397035,307,2.1606992256439606,307,2.135375623474121,307,2.110157317294884,307,2.0857818060585536,307,2.0387406216682553
308,2.4228966839482373,308,2.3905808926176184,308,2.359135354019674,308,2.3285280028371993,308,2.298721256957556,308,2.2696876723157864,308,2.2414000271949144,308,2.186938997853934,308,2.1607152538883176,308,2.135390719604492,308,2.110172943639293,308,2.0857972630005155,308,2.0387557327736254
309,2.4229144294697345,309,2.3905984411941463,309,2.359152699001191,309,2.3285451490913354,309,2.298738211354115,309,2.2697044302924443,309,2.2414165958242935,309,2.186955192881256,309,2.1607312801366594,309,2.1354058309936526,309,2.1101885681405887,309,2.0858127181140307,309,2.0387708420625126
310,2.4229321728024513,310,2.390615987601115,310,2.3591700418543953,310,2.328562293244088,310,2.2987551636641177,310,2.269721186222886,310,2.2414331624273465,310,2.1869713859218276,310,2.160747304389164,310,2.1354209439086915,310,2.110204190798811,310,2.0858281713991245,310,2.038785949535009
311,2.422949913946622,311,2.3906335318387493,311,2.3591873825794822,311,2.3285794352956453,311,2.2987721138877566,311,2.2697379401072717,311,2.2414497270042295,311,2.1869875769758043,311,2.1607633266460096,311,2.135436033935547,311,2.1102198116139994,311,2.085843622855822,311,2.0388010551912084
312,2.422967652902479,312,2.3906510739072755,312,2.359204721176647,312,2.328596575246195,312,2.2987890620252247,312,2.2697546919457596,312,2.241466289555099,312,2.1870037660433437,312,2.1607793469073737,312,2.1354511465454102,312,2.1102354305861932,312,2.0858590724841504,312,2.0388161590312044
313,2.4229853896702562,313,2.3906686138069206,313,2.359222057646085,313,2.3286137130959257,313,2.2988060080767143,313,2.269771441738509,313,2.2414828500801107,313,2.187019953124603,313,2.160795365173435,313,2.1354662698364257,313,2.110251047715433,313,2.085874520284133,313,2.0388312610550896
314,2.4230031242501884,314,2.3906861515379094,314,2.359239391987994,314,2.3286308488450245,314,2.2988229520424173,314,2.2697881894856784,314,2.2414994085794224,314,2.187036138219739,314,2.160811381444371,314,2.135481350097656,314,2.1102666630017577,314,2.085889966255798,314,2.0388463612629586
315,2.4230208566425078,315,2.3907036871004697,315,2.359256724202569,315,2.328647982493681,315,2.2988398939225276,315,2.2698049351874268,315,2.2415159650531895,315,2.1870523213289097,315,2.1608273957203608,315,2.1354964569091797,315,2.110282276445206,315,2.0859054103991688,315,2.0388614596549024
316,2.4230385868474493,316,2.3907212204948265,316,2.359274054290006,316,2.328665114042081,316,2.298856833717236,316,2.2698216788439143,316,2.2415325195015683,316,2.1870685024522705,316,2.1608434080015826,316,2.135511567993164,316,2.1102978880458196,316,2.0859208527142723,316,2.038876556231017
317,2.4230563148652453,317,2.3907387517212064,317,2.3592913822505,317,2.3286822434904146,317,2.2988737714267358,317,2.2698384204552995,317,2.2415490719247155,317,2.187084681589979,317,2.1608594182882133,317,2.135526657409668,317,2.110313497803636,317,2.0859362932011334,317,2.038891650991393
318,2.4230740406961306,318,2.390756280779836,318,2.3593087080842485,318,2.3286993708388692,318,2.298890707051219,318,2.2698551600217396,318,2.2415656223227876,318,2.187100858742193,318,2.1608754265804317,318,2.135541761779785,318,2.1103291057186957,318,2.0859517318597782,318,2.0389067439361255
319,2.423091764340338,319,2.3907738076709406,319,2.3593260317914466,319,2.3287164960876328,319,2.2989076405908784,319,2.269871897543396,319,2.2415821706959407,319,2.187117033909068,319,2.1608914328784166,319,2.13555686340332,319,2.110344711791038,319,2.0859671686902317,319,2.0389218350653064
320,2.4231094857981015,320,2.3907913323947474,320,2.35934335337229,320,2.328733619236893,320,2.2989245720459066,320,2.269888633020426,320,2.2415987170443312,320,2.187133207090762,320,2.1609074371823453,320,2.135571959838867,320,2.110360316020704,320,2.0859826036925204,320,2.0389369243790303
321,2.4231272050696546,321,2.3908088549514814,321,2.3593606728269756,321,2.3287507402868384,321,2.2989415014164964,321,2.26990536645299,321,2.241615261368117,321,2.1871493782874323,321,2.1609234394923966,321,2.135587058105469,321,2.110375918407731,321,2.085998036866668,321,2.0389520118773894
322,2.4231449221552306,322,2.3908263753413697,322,2.359377990155698,322,2.3287678592376575,322,2.2989584287028393,322,2.2699220978412464,322,2.2416318036674516,322,2.187165547499235,322,2.160939439808748,322,2.135602181396484,322,2.11039151895216,322,2.086013468212702,322,2.0389670975604774
323,2.423162637055064,323,2.3908438935646386,323,2.359395305358654,323,2.328784976089537,323,2.298975353905127,323,2.2699388271853542,323,2.241648343942493,323,2.1871817147263277,323,2.1609554381315776,323,2.1356172500610353,323,2.1104071176540304,323,2.0860288977306474,323,2.038982181428388
324,2.4231803497693876,324,2.3908614096215133,324,2.3594126184360396,324,2.328802090842666,324,2.298992277023555,324,2.2699555544854717,324,2.2416648821933984,324,2.187197879968868,324,2.160971434461065,324,2.135632354736328,324,2.1104227145133816,324,2.08604432542053,324,2.0389972634812135
325,2.4231980602984353,325,2.3908789235122208,325,2.3594299293880505,325,2.3288192034972317,325,2.2990091980583127,325,2.2699722797417587,325,2.241681418420323,325,2.1872140432270104,325,2.1609874287973865,325,2.135647458496094,325,2.1104383095302532,325,2.086059751282374,325,2.039012343719049
326,2.4232157686424416,326,2.390896435236988,326,2.3594472382148823,326,2.328836314053424,326,2.299026117009594,326,2.2699890029543743,326,2.241697952623423,326,2.187230204500915,326,2.161003421140721,326,2.1356625381469727,326,2.1104539027046845,326,2.086075175316207,326,2.0390274221419844
327,2.423233474801638,327,2.3909139447960395,327,2.3594645449167313,327,2.328853422511428,327,2.299043033877591,327,2.2700057241234766,327,2.2417144848028556,327,2.187246363790737,327,2.161019411491247,327,2.135677639770508,327,2.1104694940367152,327,2.086090597522054,327,2.0390424987501166
328,2.423251178776261,328,2.390931452189602,328,2.359481849493793,328,2.3288705288714344,328,2.299059948662496,328,2.2700224432492258,328,2.241731014958777,328,2.187262521096634,328,2.161035399849142,328,2.1356927416992186,328,2.110485083526386,328,2.086106017899939,328,2.039057573543537
329,2.423268880566542,329,2.3909489574179026,329,2.3594991519462645,329,2.3288876331336303,329,2.2990768613645023,329,2.2700391603317804,329,2.2417475430913436,329,2.187278676418763,329,2.161051386214585,329,2.1357078219604495,329,2.1105006711737353,329,2.08612143644989,329,2.039072646522338
330,2.4232865801727157,330,2.390966460481166,330,2.3595164522743404,330,2.3289047352982033,330,2.299093771983801,330,2.2700558753712983,330,2.2417640692007117,330,2.1872948297572807,330,2.1610673705877534,330,2.13572292175293,330,2.110516256978803,330,2.0861368531719306,330,2.039087717686615
331,2.4233042775950153,331,2.3909839613796193,331,2.3595337504782172,331,2.328921835365342,331,2.2991106805205854,331,2.27007258836794,331,2.2417805932870376,331,2.187310981112344,331,2.1610833529688254,331,2.135738031311035,331,2.110531840941628,331,2.086152268066088,331,2.0391027870364598
332,2.4233219728336737,332,2.3910014601134892,332,2.359551046558091,332,2.328938933335234,332,2.2991275869750485,332,2.270089299321864,332,2.2417971153504777,332,2.1873271304841104,332,2.16109933335798,332,2.1357531024169925,332,2.1105474230622514,332,2.086167681132386,332,2.039117854571966
333,2.423339665888927,333,2.3910189566830007,333,2.359568340514157,333,2.328956029208068,333,2.2991444913473815,333,2.27010600823323,333,2.241813635391188,333,2.1873432778727366,333,2.161115311755394,333,2.135768197937012,333,2.110563003340712,333,2.0861830923708515,333,2.039132920293227
334,2.423357356761006,334,2.3910364510883806,334,2.3595856323466124,334,2.3289731229840314,334,2.2991613936377777,334,2.270122715102195,334,2.241830153409326,334,2.1873594232783793,334,2.1611312881612466,334,2.135783288269043,334,2.1105785817770486,334,2.08619850178151,334,2.0391479842003357
335,2.423375045450146,335,2.3910539433298554,335,2.359602922055651,335,2.3289902146633126,335,2.2991782938464294,335,2.27013941992892,335,2.2418466694050476,335,2.1873755667011956,335,2.1611472625757155,335,2.1357983755493164,335,2.110594158371302,335,2.086213909364387,335,2.0391630462933863
336,2.4233927319565804,336,2.3910714334076513,336,2.359620209641472,336,2.3290073042461,336,2.2991951919735283,336,2.2701561227135634,336,2.2418631833785088,336,2.187391708141344,336,2.161163234998979,336,2.1358134735107424,336,2.1106097331235114,336,2.0862293151195077,336,2.0391781065724714
337,2.423410416280542,337,2.3910889213219932,337,2.359637495104268,337,2.329024391732581,337,2.299212088019268,337,2.2701728234562832,337,2.241879695329866,337,2.187407847598979,337,2.1611792054312158,337,2.135828563537598,337,2.1106253060337163,337,2.086244719046898,337,2.0391931650376844
338,2.423428098422266,338,2.3911064070731083,338,2.3596547784442365,338,2.3290414771229435,338,2.2992289819838403,338,2.27018952215724,338,2.241896205259276,338,2.18742398507426,338,2.1611951738726036,338,2.135843644104004,338,2.110640877101957,338,2.0862601211465828,338,2.0392082216891176
339,2.4234457783819847,339,2.3911238906612233,339,2.3596720596615732,339,2.3290585604173764,339,2.2992458738674384,339,2.270206218816592,339,2.2419127131668946,339,2.187440120567342,339,2.161211140323319,339,2.13585873840332,339,2.110656446328271,339,2.086275521418589,339,2.0392232765268656
340,2.423463456159931,340,2.3911413720865635,340,2.3596893387564744,340,2.329075641616068,340,2.299262763670253,340,2.270222913434498,340,2.2419292190528792,340,2.187456254078383,340,2.1612271047835425,340,2.135873836669922,340,2.1106720137127004,340,2.0862909198629414,340,2.0392383295510217
341,2.4234811317563416,341,2.391158851349356,341,2.3597066157291358,341,2.329092720719204,341,2.299279651392479,341,2.2702396060111174,341,2.241945722917385,341,2.1874723856075398,341,2.1612430672534515,341,2.135888901672363,341,2.1106875792552837,341,2.0863063164796656,341,2.0392533807616777
342,2.4234988051714472,342,2.3911763284498253,342,2.359723890579753,342,2.3291097977269755,342,2.299296537034307,342,2.270256296546609,342,2.2419622247605693,342,2.1874885151549694,342,2.161259027733224,342,2.1359039935302735,342,2.11070314295606,342,2.0863217112687873,342,2.039268430158928
343,2.4235164764054824,343,2.3911938033881994,343,2.359741163308522,343,2.329126872639568,343,2.29931342059593,343,2.2702729850411316,343,2.241978724582589,343,2.1875046427208296,343,2.1612749862230376,343,2.135919078979492,343,2.1107187048150697,343,2.0863371042303314,343,2.039283477742866
344,2.4235341454586816,344,2.391211276164704,344,2.359758433915639,344,2.329143945457172,344,2.29933030207754,344,2.270289671494844,344,2.2419952223835984,344,2.1875207683052755,344,2.1612909427230713,344,2.1359341793823243,344,2.1107342648323515,344,2.0863524953643244,344,2.0392985235135836
345,2.423551812331277,345,2.3912287467795648,345,2.3597757024013,345,2.3291610161799734,345,2.2993471814793307,345,2.2703063559079064,345,2.2420117181637558,345,2.187536891908466,345,2.1613068972335028,345,2.1359492446899413,345,2.1107498230079464,345,2.086367884670792,345,2.039313567471176
346,2.4235694770235034,346,2.391246215233008,346,2.3597929687657007,346,2.329178084808161,346,2.2993640588014936,346,2.2703230382804764,346,2.242028211923216,346,2.1875530135305574,346,2.161322849754511,346,2.1359643365478513,346,2.1107653793418932,346,2.086383272149759,346,2.0393286096157355
347,2.423587139535594,347,2.3912636815252606,347,2.359810233009037,347,2.3291951513419233,347,2.2993809340442213,347,2.2703397186127146,347,2.242044703662138,347,2.187569133171706,347,2.161338800286273,347,2.13597940826416,347,2.110780933834231,347,2.086398657801251,347,2.0393436499473547
348,2.4236047998677823,348,2.3912811456565475,348,2.3598274951315052,348,2.329212215781448,348,2.299397807207706,348,2.2703563969047784,348,2.242061193380676,348,2.18758525083207,348,2.1613547488289675,348,2.1359944940185547,348,2.1107964864849995,348,2.0864140416252943,348,2.0393586884661286
349,2.423622458020302,349,2.391298607627096,349,2.3598447551333006,349,2.329229278126923,349,2.2994146782921407,349,2.2703730731568275,349,2.2420776810789858,349,2.187601366511806,349,2.1613706953827725,349,2.1360095922851565,349,2.11081203729424,349,2.0864294236219147,349,2.0393737251721484
350,2.423640113993387,350,2.391316067437132,350,2.3598620130146197,350,2.3292463383785362,350,2.2994315472977176,350,2.27038974736902,350,2.2420941667572265,350,2.1876174802110713,350,2.161386639947866,350,2.1360246520996093,350,2.1108275862619896,350,2.0864448037911365,350,2.0393887600655085
351,2.423657767787271,351,2.391333525086882,351,2.359879268775658,351,2.3292633965364766,351,2.299448414224629,351,2.270406419541517,351,2.242110650415552,351,2.1876335919300214,351,2.161402582524427,351,2.136039739074707,351,2.1108431333882898,351,2.086460182132986,351,2.0394037931463025
352,2.423675419402187,352,2.3913509805765707,352,2.359896522416612,352,2.3292804526009308,352,2.2994652790730683,352,2.2704230896744755,352,2.2421271320541196,352,2.1876497016688146,352,2.161418523112633,352,2.136054811401367,352,2.110858678673179,352,2.086475558647489,352,2.0394188244146227
353,2.423693068838369,353,2.3913684339064267,353,2.3599137739376768,353,2.3292975065720887,353,2.299482141843226,353,2.270439757768055,353,2.242143611673086,353,2.1876658094276085,353,2.1614344617126617,353,2.1360699044799802,353,2.1108742221166974,353,2.0864909333346704,353,2.0394338538705625
354,2.423710716096051,354,2.3913858850766743,354,2.3599310233390494,354,2.3293145584501365,354,2.2994990025352964,354,2.2704564238224147,354,2.242160089272607,354,2.187681915206559,354,2.1614503983246918,354,2.136084973144531,354,2.1108897637188844,354,2.086506306194557,354,2.039448881514216
355,2.423728361175466,355,2.3914033340875402,355,2.3599482706209245,355,2.329331608235263,355,2.2995158611494704,355,2.2704730878377135,355,2.2421765648528393,355,2.187698019005823,355,2.1614663329489017,355,2.13610005859375,355,2.110905303479779,355,2.086521677227173,355,2.039463907345676
356,2.4237460040768486,356,2.3914207809392516,356,2.359965515783499,356,2.329348655927656,356,2.299532717685942,356,2.270489749814111,356,2.2421930384139395,356,2.187714120825558,356,2.1614822655854695,356,2.136115121765137,356,2.110920841399422,356,2.086537046432545,356,2.0394789313650357
357,2.4237636448004314,357,2.391438225632033,357,2.359982758826968,357,2.329365701527505,357,2.2995495721449033,357,2.270506409751765,357,2.242209509956064,357,2.1877302206659204,357,2.1614981962345725,357,2.1361302014160155,357,2.1109363774778527,357,2.0865524138106974,357,2.0394939535723884
358,2.423781283346448,358,2.391455668166111,358,2.3599999997515284,358,2.329382745034996,358,2.299566424526546,358,2.2705230676508354,358,2.2422259794793686,358,2.1877463185270685,358,2.1615141248963896,358,2.1361452920532225,358,2.1109519117151097,358,2.0865677793616575,358,2.039508973967826
359,2.4237989197151335,359,2.3914731085417125,359,2.360017238557375,359,2.329399786450318,359,2.2995832748310634,359,2.2705397235114813,359,2.2422424469840103,359,2.1877624144091583,359,2.1615300515710993,359,2.1361603469848633,359,2.1109674441112336,359,2.08658314308545,359,2.039523992551445
360,2.4238165539067196,360,2.391490546759064,360,2.3600344752447047,360,2.3294168257736594,360,2.299600123058647,360,2.2705563773338606,360,2.2422589124701453,360,2.1877785083123467,360,2.161545976258879,360,2.136175428161621,360,2.110982974666264,360,2.086598504982099,360,2.0395390093233354
361,2.423834185921441,361,2.3915079828183905,361,2.3600517098137135,361,2.329433863005208,361,2.2996169692094903,361,2.270573029118134,361,2.242275375937929,361,2.187794600236791,361,2.1615618989599072,361,2.1361904983520508,361,2.110998503380239,361,2.086613865051633,361,2.039554024283593
362,2.423851815759532,362,2.3915254167199187,362,2.360068942264596,362,2.3294508981451507,362,2.2996338132837844,362,2.2705896788644586,362,2.2422918373875196,362,2.1878106901826486,362,2.1615778196743616,362,2.1362055847167967,362,2.1110140302532012,362,2.0866292232940755,362,2.0395690374323086
363,2.423869443421224,363,2.391542848463875,363,2.36008617259755,363,2.329467931193677,363,2.2996506552817233,363,2.270606326572995,363,2.242308296819073,363,2.1878267781500758,363,2.1615937384024213,363,2.1362206451416017,363,2.111029555285187,363,2.086644579709453,363,2.0395840487695773
364,2.4238870689067533,364,2.391560278050485,364,2.3601034008127697,364,2.329484962150975,364,2.2996674952034986,364,2.2706229722439013,364,2.2423247542327442,364,2.1878428641392302,364,2.1616096551442636,364,2.1362357177734377,364,2.1110450784762373,364,2.0866599342977903,364,2.0395990582954915
365,2.423904692216351,365,2.3915777054799756,365,2.360120626910452,365,2.329501991017232,365,2.299684333049303,365,2.2706396158773368,365,2.2423412096286914,365,2.1878589481502675,365,2.161625569900066,365,2.1362507797241213,365,2.1110605998263927,365,2.0866752870591143,365,2.0396140660101447
366,2.4239223133502534,366,2.391595130752573,366,2.3601378508907924,366,2.3295190177926366,366,2.299701168819329,366,2.27065625747346,366,2.24235766300707,366,2.187875030183347,366,2.161641482670009,366,2.136265857696533,366,2.111076119335691,366,2.086690637993449,366,2.0396290719136303
367,2.423939932308692,367,2.3916125538685025,367,2.360155072753988,367,2.3295360424773754,367,2.2997180025137682,367,2.270672897032431,367,2.2423741143680362,367,2.1878911102386236,367,2.161657393454269,367,2.1362809394836426,367,2.111091637004173,367,2.0867059871008213,367,2.039644076006042
368,2.423957549091902,368,2.3916299748279912,368,2.360172292500233,368,2.3295530650716385,368,2.2997348341328143,368,2.2706895345544074,368,2.2423905637117474,368,2.187907188316255,368,2.1616733022530243,368,2.136295990600586,368,2.1111071528318774,368,2.086721334381256,368,2.0396590782874715
369,2.423975163700115,369,2.391647393631265,369,2.360189510129724,369,2.329570085575613,369,2.299751663676659,369,2.2707061700395497,369,2.2424070110383587,369,2.187923264416399,369,2.1616892090664535,369,2.136311062774658,369,2.1111226668188454,369,2.0867366798347784,369,2.0396740787580137
370,2.4239927761335665,370,2.3916648102785505,370,2.3602067256426573,370,2.329587103989487,370,2.2997684911454956,370,2.270722803488015,370,2.242423456348028,370,2.1879393385392114,370,2.1617051138947345,370,2.1363261277770995,370,2.1111381789651147,370,2.086752023461415,370,2.039689077417761
371,2.4240103863924896,371,2.391682224770073,371,2.3602239390392286,371,2.3296041203134483,371,2.299785316539516,371,2.2707394348999643,371,2.2424398996409107,371,2.1879554106848498,371,2.161721016738045,371,2.1363412074279786,371,2.111153689270726,371,2.086767365261191,371,2.039704074266807
372,2.424027994477118,372,2.3916996371060595,372,2.3602411503196334,372,2.329621134547685,372,2.2998021398589112,372,2.2707560642755555,372,2.2424563409171627,372,2.187971480853471,372,2.1617369175965644,372,2.1363562615966796,372,2.1111691977357188,372,2.086782705234132,372,2.039719069305245
373,2.4240456003876845,373,2.391717047286735,373,2.3602583594840683,373,2.3296381466923854,373,2.299818961103876,373,2.2707726916149484,373,2.242472780176941,373,2.1879875490452325,373,2.161752816470469,373,2.136371334991455,373,2.1111847043601317,373,2.0867980433802633,373,2.0397340625331677
374,2.4240632041244243,374,2.391734455312327,374,2.3602755665327284,374,2.3296551567477377,374,2.299835780274602,374,2.2707893169183,374,2.242489217420403,374,2.188003615260291,374,2.161768713359939,374,2.1363863836669923,374,2.1112002091440054,374,2.086813379699611,374,2.039749053950669
375,2.4240808056875696,375,2.391751861183062,375,2.3602927714658106,375,2.3296721647139296,375,2.299852597371281,375,2.270805940185771,375,2.2425056526477034,375,2.1880196794988027,375,2.161784608265151,375,2.136401454620361,375,2.1112157120873793,375,2.0868287141922006,375,2.0397640435578412
376,2.424098405077354,376,2.3917692648991644,376,2.3603099742835107,376,2.3296891705911498,376,2.2998694123941057,376,2.270822561417521,376,2.242522085858999,376,2.1880357417609257,376,2.161800501186284,376,2.13641653213501,376,2.111231213190293,376,2.086844046858057,376,2.039779031354779
377,2.4241160022940136,377,2.3917866664608622,377,2.3603271749860246,377,2.329706174379586,377,2.29988622534327,377,2.270839180613707,377,2.2425385170544474,377,2.1880518020468167,377,2.161816392123516,377,2.1364315757751466,377,2.111246712452786,377,2.0868593776972064,377,2.0397940173415745
378,2.4241335973377787,378,2.3918040658683806,378,2.3603443735735468,378,2.3297231760794253,378,2.2999030362189647,378,2.2708557977744896,378,2.242554946234204,378,2.1880678603566324,378,2.161832281077025,378,2.1364466438293457,378,2.1112622098748974,378,2.086874706709674,378,2.039809001518322
379,2.424151190208885,379,2.3918214631219454,379,2.3603615700462752,379,2.3297401756908567,379,2.299919845021383,379,2.2708724129000277,379,2.2425713733984254,379,2.1880839166905304,379,2.1618481680469888,379,2.1364617036437985,379,2.111277705456668,379,2.086890033895486,379,2.0398239838851135
380,2.4241687809075656,380,2.391838858221784,380,2.360378764404405,380,2.3297571732140683,380,2.2999366517507163,380,2.2708890259904795,380,2.242587798547267,380,2.188099971048667,380,2.161864053033586,380,2.13647677734375,380,2.1112931991981356,380,2.0869053592546676,380,2.0398389644420436
381,2.4241863694340537,381,2.391856251168122,381,2.360395956648132,381,2.329774168649248,381,2.2999534564071586,381,2.270905637046004,381,2.2426042216808866,381,2.1881160234311996,381,2.161879936036995,381,2.1364918280029297,381,2.1113086910993415,381,2.086920682787244,381,2.0398539431892044
382,2.4242039557885837,382,2.3918736419611855,382,2.3604131467776517,382,2.329791161996583,382,2.2999702589909012,382,2.270922246066761,382,2.2426206427994404,382,2.1881320738382852,382,2.1618958170573936,382,2.1365068911743164,382,2.1113241811603247,382,2.0869360044932423,382,2.0398689201266893
383,2.4242215399713887,383,2.3918910306012005,383,2.360430334793161,383,2.3298081532562627,383,2.2999870595021368,383,2.2709388530529084,383,2.2426370619030838,383,2.1881481222700803,383,2.16191169609496,383,2.1365219371032715,383,2.111339669381125,383,2.086951324372686,383,2.039883895254593
384,2.4242391219827018,384,2.3919084170883935,384,2.360447520694855,384,2.329825142428475,384,2.300003857941059,384,2.270955458004606,384,2.2426534789919743,384,2.188164168726743,384,2.161927573149872,384,2.136537002105713,384,2.1113551557617805,384,2.0869666424256024,384,2.039898868573007
385,2.4242567018227588,385,2.3919258014229907,385,2.360464704482929,385,2.3298421295134073,385,2.300020654307858,385,2.270972060922013,385,2.2426698940662684,385,2.1881802132084296,385,2.161943448222309,385,2.136552071380615,385,2.111370640302333,385,2.0869819586520157,385,2.0399138400820243
386,2.4242742794917906,386,2.391943183605218,386,2.3604818861575816,386,2.329859114511248,386,2.3000374486027284,386,2.270988661805288,386,2.2426863071261214,386,2.1881962557152965,386,2.1619593213124477,386,2.136567108154297,386,2.1113861230028212,386,2.0869972730519524,386,2.03992880978174
387,2.4242918549900327,387,2.391960563635303,387,2.3604990657190057,387,2.3298760974221846,387,2.3000542408258617,387,2.2710052606545896,387,2.242702718171689,387,2.188212296247502,387,2.1619751924204667,387,2.1365821716308595,387,2.111401603863284,387,2.0870125856254376,387,2.0399437776722467
388,2.424309428317718,388,2.3919779415134697,388,2.3605162431673996,388,2.329893078246406,388,2.3000710309774504,388,2.2710218574700782,388,2.2427191272031304,388,2.1882283348052014,388,2.1619910615465443,388,2.1365972262573245,388,2.1114170828837615,388,2.0870278963724975,388,2.0399587437536364
389,2.4243269994750807,389,2.391995317239946,389,2.3605334185029574,389,2.3299100569840996,389,2.300087819057686,389,2.271038452251911,389,2.2427355342206,389,2.188244371388554,389,2.1620069286908588,389,2.1366122872924804,389,2.111432560064294,389,2.0870432052931567,389,2.0399737080260043
390,2.424344568462354,390,2.3920126908149566,390,2.360550591725876,390,2.3299270336354536,390,2.300104605066763,390,2.2710550450002476,390,2.242751939224255,390,2.1882604059977147,390,2.1620227938535885,390,2.136627332611084,390,2.1114480354049197,390,2.0870585123874412,390,2.0399886704894423
391,2.4243621352797713,391,2.392030062238729,391,2.3605677628363506,391,2.3299440082006564,391,2.3001213890048735,391,2.271071635715248,391,2.2427683422142506,391,2.188276438632842,391,2.162038657034911,391,2.1366423933410648,391,2.111463508905679,391,2.087073817655378,391,2.0400036311440437
392,2.424379699927566,392,2.3920474315114895,392,2.3605849318345786,392,2.3299609806798953,392,2.300138170872208,392,2.2710882243970696,392,2.2427847431907444,392,2.188292469294092,392,2.1620545182350046,392,2.136657431335449,392,2.1114789805666123,392,2.0870891210969904,392,2.0400185899899026
393,2.424397262405973,393,2.3920647986334624,393,2.3606020987207543,393,2.329977951073359,393,2.3001549506689605,393,2.271104811045873,393,2.242801142153893,393,2.1883084979816214,393,2.1620703774540475,393,2.1366724920654296,393,2.1114944503877573,393,2.0871044227123057,393,2.0400335470271114
